x,y,z,roll,pitch,yaw,time,iteration,label
2.088886260986328125e+00,6.626904010772705078e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,8.035084997511340310e-01,1.000074863433837891e+00,1.900000000000000000e+01,1.000000000000000000e+00
2.250566244125366211e+00,6.228685379028320312e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,8.048581959256443374e-01,1.049995899200439231e+00,2.000000000000000000e+01,1.000000000000000000e+00
2.250566244125366211e+00,-2.338564395904541016e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,8.048581959256443374e-01,1.099989891052246094e+00,2.100000000000000000e+01,1.000000000000000000e+00
2.408828735351562500e+00,5.710291862487815173e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,8.052937717866613943e-01,1.149981975555419922e+00,2.200000000000000000e+01,1.000000000000000000e+00
2.408828735351562500e+00,-2.621912956237792969e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,8.052937717866613943e-01,1.199753999710083008e+00,2.300000000000000000e+01,1.000000000000000000e+00
2.408828735351562500e+00,-1.087626218795774147e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,8.052937717866613943e-01,1.249933004379272239e+00,2.400000000000000000e+01,1.000000000000000000e+00
2.563881397247314453e+00,-2.918648719787597656e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,8.051159067169358918e-01,1.299867868423462136e+00,2.500000000000000000e+01,1.000000000000000000e+00
2.563881397247314453e+00,-1.101557016372678444e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,8.051159067169358918e-01,1.349869966506958008e+00,2.600000000000000000e+01,1.000000000000000000e+00
2.793428897857666016e+00,4.837203025817871094e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,8.044363944370624964e-01,1.399862051010132058e+00,2.700000000000000000e+01,1.000000000000000000e+00
2.793428897857666016e+00,4.837203025817871094e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,8.044363944370624964e-01,1.449988842010498047e+00,2.800000000000000000e+01,1.000000000000000000e+00
2.867172956466674805e+00,-3.302335739135742188e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,8.038890714497125556e-01,1.499902963638305664e+00,2.900000000000000000e+01,1.000000000000000000e+00
3.014048814773560014e+00,1.193039417266850144e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,8.027662953225662701e-01,1.549803972244262695e+00,3.000000000000000000e+01,1.000000000000000000e+00
3.014048814773560014e+00,4.226136207580655224e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,8.027662953225662701e-01,1.600079059600830078e+00,3.100000000000000000e+01,1.000000000000000000e+00
3.085712432861328125e+00,3.940773010253950659e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,8.021350233318003120e-01,1.650007963180541992e+00,3.200000000000000000e+01,1.000000000000000000e+00
3.157423019409180132e+00,-3.825449943542480469e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,8.015037978975363409e-01,1.699887037277221902e+00,3.300000000000000000e+01,1.000000000000000000e+00
3.157423019409180132e+00,-3.825449943542480469e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,8.015037978975363409e-01,1.750088930130004883e+00,3.400000000000000000e+01,1.000000000000000000e+00
3.157423019409180132e+00,-1.862831115722656250e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,8.015037978975363409e-01,1.800008058547973633e+00,3.500000000000000000e+01,1.000000000000000000e+00
3.369250059127808061e+00,3.219532966613769531e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.995295800651236462e-01,1.849766016006469505e+00,3.600000000000000000e+01,1.000000000000000000e+00
3.439715862274169922e+00,1.046814918518070847e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.988657603234450288e-01,1.900007963180541548e+00,3.700000000000000000e+01,1.000000000000000000e+00
3.575844287872314453e+00,9.934806823730468750e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.974379220475446006e-01,1.949859857559204102e+00,3.800000000000000000e+01,1.000000000000000000e+00
3.575844287872314453e+00,2.680444717407315380e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.974379220475446006e-01,1.999891996383666770e+00,3.900000000000000000e+01,1.000000000000000000e+00
3.642268657684326616e+00,2.375268936157270971e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.967047068630962459e-01,2.050005912780761719e+00,4.000000000000000000e+01,1.000000000000000000e+00
3.708742856979369673e+00,2.137637138366610401e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.959714367476222741e-01,2.099804878234863281e+00,4.100000000000000000e+01,1.000000000000000000e+00
3.708742856979369673e+00,-1.172430515289311082e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.959714367476222741e-01,2.150022983551025391e+00,4.200000000000000000e+01,1.000000000000000000e+00
3.839844942092895952e+00,1.656341552734419409e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.944984628052206288e-01,2.199795961380004883e+00,4.300000000000000000e+01,1.000000000000000000e+00
3.839844942092895952e+00,1.656341552734419409e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.944984628052206288e-01,2.249855995178222212e+00,4.400000000000000000e+01,1.000000000000000000e+00
3.905137062072754350e+00,8.305501937866210938e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.937602710602217337e-01,2.300040006637572798e+00,4.500000000000000000e+01,1.000000000000000000e+00
4.033242702484130859e+00,7.807850837707519531e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.922707945851519273e-01,2.350014925003052202e+00,4.600000000000000000e+01,1.000000000000000000e+00
4.096714019775391513e+00,7.281064987182617188e-03,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.915208303400791401e-01,2.399982929229736328e+00,4.700000000000000000e+01,1.000000000000000000e+00
4.158951282501221591e+00,7.028508186340332031e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.907630074512846940e-01,2.450054883956909180e+00,4.800000000000000000e+01,1.000000000000000000e+00
4.220601081848144531e+00,-6.336593627929687500e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.900008840841785673e-01,2.500030040740966797e+00,4.900000000000000000e+01,1.000000000000000000e+00
4.281675338745117188e+00,-1.726865768432617188e-03,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.892365507976114580e-01,2.549746036529541016e+00,5.000000000000000000e+01,1.000000000000000000e+00
4.281675338745117188e+00,-1.275513172149653762e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.892365507976114580e-01,2.600152015686035600e+00,5.100000000000000000e+01,1.000000000000000000e+00
4.402120113372802734e+00,-6.792497634887695312e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.877026022442950026e-01,2.649792909622191939e+00,5.200000000000000000e+01,1.000000000000000000e+00
4.462106704711913174e+00,-7.661342620849609375e-03,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.869346737632547661e-01,2.699988842010498047e+00,5.300000000000000000e+01,1.000000000000000000e+00
4.520933628082275391e+00,-9.690761566161221197e-03,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.861626091496786151e-01,2.749830007553100586e+00,5.400000000000000000e+01,1.000000000000000000e+00
4.579205989837645596e+00,4.867076873779296875e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.853866380092179300e-01,2.800027847290039062e+00,5.500000000000000000e+01,1.000000000000000000e+00
4.636935234069823331e+00,-1.506614685058593750e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.846083918609817465e-01,2.850079059600830078e+00,5.600000000000000000e+01,1.000000000000000000e+00
4.694126605987548828e+00,4.203462600708007812e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.838281003376380562e-01,2.899842977523804155e+00,5.700000000000000000e+01,1.000000000000000000e+00
4.750784873962401456e+00,-8.033704757690429688e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.830457993273283179e-01,2.950029850006103516e+00,5.800000000000000000e+01,1.000000000000000000e+00
4.806915283203124112e+00,-2.446985244750976562e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.822611868997373374e-01,2.999791860580443892e+00,5.900000000000000000e+01,1.000000000000000000e+00
4.806915283203124112e+00,-8.189392089843750000e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.822611868997373374e-01,3.049993038177490234e+00,6.000000000000000000e+01,1.000000000000000000e+00
4.917613029479980469e+00,-2.939939498901367188e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.806847132646234089e-01,3.099735021591186523e+00,6.100000000000000000e+01,1.000000000000000000e+00
4.972745895385742188e+00,-8.790922164916992188e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.798952637715621528e-01,3.149997949600220171e+00,6.200000000000000000e+01,1.000000000000000000e+00
5.026814460754394531e+00,-3.443241119384765625e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.791007241258939287e-01,3.199969053268432617e+00,6.300000000000000000e+01,1.000000000000000000e+00
5.080374240875245029e+00,-3.668737411499112255e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.783018819333713534e-01,3.250040054321289062e+00,6.400000000000000000e+01,1.000000000000000000e+00
5.186003684997559482e+00,1.222610473632723682e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.766963144670578911e-01,3.299962043762207031e+00,6.500000000000000000e+01,1.000000000000000000e+00
5.186003684997559482e+00,-4.236650466919034130e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.766963144670578911e-01,3.350092887878417969e+00,6.600000000000000000e+01,1.000000000000000000e+00
5.237557888031005859e+00,-9.923887252807706005e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.758873972482687176e-01,3.399945974349975586e+00,6.700000000000000000e+01,1.000000000000000000e+00
5.289153099060058594e+00,-4.861593246460049755e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.750785049236595947e-01,3.449741840362548384e+00,6.800000000000000000e+01,1.000000000000000000e+00
5.289153099060058594e+00,-1.010360717773455264e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.750785049236595947e-01,3.499881982803344282e+00,6.900000000000000000e+01,1.000000000000000000e+00
5.441605567932128018e+00,-4.359245300292968750e-03,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.726447445671996705e-01,3.549741983413695845e+00,7.000000000000000000e+01,1.000000000000000000e+00
5.441605567932128018e+00,-5.625534057617187500e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.726447445671996705e-01,3.599885940551757368e+00,7.100000000000000000e+01,1.000000000000000000e+00
5.490808486938476562e+00,-5.966329574584960938e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.718212714843213362e-01,3.650022029876709428e+00,7.200000000000000000e+01,1.000000000000000000e+00
5.540050983428955078e+00,-1.174020767211914062e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.709977673861289071e-01,3.699976921081543413e+00,7.300000000000000000e+01,1.000000000000000000e+00
5.637178897857665127e+00,-1.864004135131835938e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.693466135887795376e-01,3.749984979629516602e+00,7.400000000000000000e+01,1.000000000000000000e+00
5.637178897857665127e+00,-6.897926330566406250e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.693466135887795376e-01,3.799893856048583984e+00,7.500000000000000000e+01,1.000000000000000000e+00
5.732030391693115234e+00,-2.652788162231445312e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.676796713567293207e-01,3.849822998046874556e+00,7.600000000000000000e+01,1.000000000000000000e+00
5.732030391693115234e+00,-2.652788162231445312e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.676796713567293207e-01,3.900051832199096680e+00,7.700000000000000000e+01,1.000000000000000000e+00
5.732030391693115234e+00,-1.236820220947256743e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.676796713567293207e-01,3.950037002563477007e+00,7.800000000000000000e+01,1.000000000000000000e+00
5.825140953063964844e+00,-8.221912384033203125e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.660040775743971464e-01,3.999971866607666460e+00,7.900000000000000000e+01,1.000000000000000000e+00
5.825140953063964844e+00,-1.295781135559073149e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.660040775743971464e-01,4.050052881240844727e+00,8.000000000000000000e+01,1.000000000000000000e+00
5.917472362518312323e+00,-8.770942687988370068e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.643235402478683049e-01,4.099891901016235352e+00,8.100000000000000000e+01,1.000000000000000000e+00
5.917472362518312323e+00,-8.770942687988370068e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.643235402478683049e-01,4.150022029876709873e+00,8.200000000000000000e+01,1.000000000000000000e+00
6.008100986480712891e+00,-9.323024749755948193e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.626283614793266663e-01,4.199908018112183505e+00,8.300000000000000000e+01,1.000000000000000000e+00
6.097050189971924716e+00,-5.424737930297762745e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.609141577720992533e-01,4.249740839004517490e+00,8.400000000000000000e+01,1.000000000000000000e+00
6.097050189971924716e+00,-9.925746917724609375e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.609141577720992533e-01,4.299993038177489346e+00,8.500000000000000000e+01,1.000000000000000000e+00
6.140240192413329190e+00,-1.026825904846191406e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.600434253272625451e-01,4.349716901779174805e+00,8.600000000000000000e+01,1.000000000000000000e+00
6.140240192413329190e+00,-1.467828750610351562e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.600434253272625451e-01,4.400138854980468750e+00,8.700000000000000000e+01,1.000000000000000000e+00
6.226296901702881748e+00,-1.087088584899902344e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.583014837049403267e-01,4.449758052825927734e+00,8.800000000000000000e+01,1.000000000000000000e+00
6.226296901702881748e+00,-1.519227027893066406e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.583014837049403267e-01,4.499897956848143643e+00,8.900000000000000000e+01,1.000000000000000000e+00
6.353285789489745206e+00,-7.462215423583984375e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.556759987997283545e-01,4.550040006637573242e+00,9.000000000000000000e+01,1.000000000000000000e+00
6.353285789489745206e+00,-7.462215423583984375e-02,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.556759987997283545e-01,4.599999904632568359e+00,9.100000000000000000e+01,1.000000000000000000e+00
6.394134044647216797e+00,-1.203947067260751069e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.547838900236211179e-01,4.650064945220947266e+00,9.200000000000000000e+01,1.000000000000000000e+00
6.435016632080077237e+00,-1.238589286804190337e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.538918346486505051e-01,4.700157880783081943e+00,9.300000000000000000e+01,1.000000000000000000e+00
6.475526809692382812e+00,-1.268987655639648438e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.529992250446867486e-01,4.750006914138793945e+00,9.400000000000000000e+01,1.000000000000000000e+00
6.515664100646973544e+00,-1.299371719360360444e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.521036364519803064e-01,4.800194978713988370e+00,9.500000000000000000e+01,1.000000000000000000e+00
6.555431842803955966e+00,-1.728167533874520601e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.512046368060425472e-01,4.850044012069702148e+00,9.600000000000000000e+01,1.000000000000000000e+00
6.594833374023438388e+00,-1.360216140747079194e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.503019048885900544e-01,4.900074005126953125e+00,9.700000000000000000e+01,1.000000000000000000e+00
6.633872509002685547e+00,-1.777062416076660156e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.493954404636772315e-01,4.950043916702271396e+00,9.800000000000000000e+01,1.000000000000000000e+00
6.710877418518066406e+00,-1.061205863952627837e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.475710280771967753e-01,4.999810934066771573e+00,9.900000000000000000e+01,1.000000000000000000e+00
6.710877418518066406e+00,-1.061205863952627837e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.475710280771967753e-01,5.049867868423461914e+00,1.000000000000000000e+02,1.000000000000000000e+00
6.786094188690186435e+00,-1.129674911499005674e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.457269559530605996e-01,5.100172042846679688e+00,1.010000000000000000e+02,1.000000000000000000e+00
6.786094188690186435e+00,-1.129674911499005674e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.457269559530605996e-01,5.149771928787232333e+00,1.020000000000000000e+02,1.000000000000000000e+00
6.823003768920897549e+00,-1.921162605285653413e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.447992824132388945e-01,5.199853897094726562e+00,1.030000000000000000e+02,1.000000000000000000e+00
6.859944820404051846e+00,-1.580591201782217681e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.438716158800902090e-01,5.249739885330201083e+00,1.040000000000000000e+02,1.000000000000000000e+00
6.859944820404051846e+00,-2.307777404785156250e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.438716158800902090e-01,5.299898862838745117e+00,1.050000000000000000e+02,1.000000000000000000e+00
6.932821750640870029e+00,-1.637773513793945312e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.420073710879379059e-01,5.349742889404297763e+00,1.060000000000000000e+02,1.000000000000000000e+00
6.969123363494872159e+00,-1.661286354064950288e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.410729835051224068e-01,5.399893045425415039e+00,1.070000000000000000e+02,1.000000000000000000e+00
7.004732608795166016e+00,-2.044520378112792969e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.401286643452482661e-01,5.449833869934081143e+00,1.080000000000000000e+02,1.000000000000000000e+00
7.040012836456298828e+00,-1.722297668457022368e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.391768145940369461e-01,5.500015974044799805e+00,1.090000000000000000e+02,1.000000000000000000e+00
7.074970722198487216e+00,-1.749296188354492188e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.382199336747996554e-01,5.550282001495360440e+00,1.100000000000000000e+02,1.000000000000000000e+00
7.109609127044677734e+00,-1.434144973754882812e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.372587617209162003e-01,5.599871873855590820e+00,1.110000000000000000e+02,1.000000000000000000e+00
7.143931865692138672e+00,-2.152562141418465913e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.362931139415020976e-01,5.649898052215577060e+00,1.120000000000000000e+02,1.000000000000000000e+00
7.177941322326660156e+00,-1.844329833984375000e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.353232000319369632e-01,5.699883937835692471e+00,1.130000000000000000e+02,1.000000000000000000e+00
7.177941322326660156e+00,-2.508144378662100493e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.353232000319369632e-01,5.749987840652466708e+00,1.140000000000000000e+02,1.000000000000000000e+00
7.245033740997313565e+00,-1.901855468750000000e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.333692937520136512e-01,5.799870967864990234e+00,1.150000000000000000e+02,1.000000000000000000e+00
7.278455734252929688e+00,-2.251257896423322080e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.323900166494167197e-01,5.849989891052246982e+00,1.160000000000000000e+02,1.000000000000000000e+00
7.311243534088134766e+00,-1.956419944763156948e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.314013245249056938e-01,5.899873018264770508e+00,1.170000000000000000e+02,1.000000000000000000e+00
7.343729972839353692e+00,-1.983637809753426851e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.304049627829335423e-01,5.950011014938353604e+00,1.180000000000000000e+02,1.000000000000000000e+00
7.407821655273436612e+00,-1.728944778442382812e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.283976524093378480e-01,6.000308990478515625e+00,1.190000000000000000e+02,1.000000000000000000e+00
7.407821655273436612e+00,-2.044520378112792969e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.283976524093378480e-01,6.050014019012452060e+00,1.200000000000000000e+02,1.000000000000000000e+00
7.470442295074463779e+00,-1.798882484436044038e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.263664102202469497e-01,6.100245952606200284e+00,1.210000000000000000e+02,1.000000000000000000e+00
7.470442295074463779e+00,-2.108116149902343750e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.263664102202469497e-01,6.149998903274536133e+00,1.220000000000000000e+02,1.000000000000000000e+00
7.470442295074463779e+00,-2.717247009277343750e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.263664102202469497e-01,6.199899911880493164e+00,1.230000000000000000e+02,1.000000000000000000e+00
7.531941413879393643e+00,-2.171449661254882812e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.243204855564803202e-01,6.249836921691894531e+00,1.240000000000000000e+02,1.000000000000000000e+00
7.562732696533203125e+00,-2.195949554443368257e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.232975613722634201e-01,6.300375938415528232e+00,1.250000000000000000e+02,1.000000000000000000e+00
7.592946052551268643e+00,-2.226114273071280181e-01,5.000000000000000000e-01,0.000000000000000000e+00,-0.000000000000000000e+00,7.222658621376168986e-01,6.349884033203124112e+00,1.260000000000000000e+02,1.000000000000000000e+00
