time,iteration,x,y,roll,pitch,yaw
1.828261137008666992e+00,1.860000000000000000e+02,7.550000000000000044e-01,5.099999999999999672e-02,8.313101520340036854e-02,-6.363305419809220931e-01,-2.023553701455796938e-01
1.860069990158081055e+00,1.870000000000000000e+02,7.770000000000000240e-01,5.099999999999999672e-02,8.892951586447367385e-02,-6.531847801629618866e-01,-2.083752342341966823e-01
1.860069990158081055e+00,1.880000000000000000e+02,7.770000000000000240e-01,5.099999999999999672e-02,8.892951586447367385e-02,-6.531847801629618866e-01,-2.083752342341966823e-01
1.860069990158081055e+00,1.890000000000000000e+02,7.770000000000000240e-01,5.099999999999999672e-02,8.892951586447367385e-02,-6.531847801629618866e-01,-2.083752342341966823e-01
1.892607212066650391e+00,1.900000000000000000e+02,7.990000000000000435e-01,5.199999999999999761e-02,1.023906956099777665e-01,-6.693037480829348018e-01,-2.170578820582099167e-01
1.892607212066650391e+00,1.910000000000000000e+02,7.990000000000000435e-01,5.199999999999999761e-02,1.023906956099777665e-01,-6.693037480829348018e-01,-2.170578820582099167e-01
1.892607212066650391e+00,1.920000000000000000e+02,7.990000000000000435e-01,5.199999999999999761e-02,1.023906956099777665e-01,-6.693037480829348018e-01,-2.170578820582099167e-01
1.894852161407470703e+00,1.930000000000000000e+02,8.000000000000000444e-01,5.199999999999999761e-02,1.033762725498780649e-01,-6.704052935154012349e-01,-2.176858754036242738e-01
1.924393177032470703e+00,1.940000000000000000e+02,8.209999999999999520e-01,5.299999999999999850e-02,1.087837218505186415e-01,-6.802443465042338211e-01,-2.217589423076228583e-01
1.924393177032470703e+00,1.950000000000000000e+02,8.209999999999999520e-01,5.299999999999999850e-02,1.087837218505186415e-01,-6.802443465042338211e-01,-2.217589423076228583e-01
1.926633119583129883e+00,1.960000000000000000e+02,8.229999999999999538e-01,5.399999999999999939e-02,1.091975974666396232e-01,-6.809896851012130492e-01,-2.220718948699232365e-01
