%x,%y,%theta,%velocity,%steering,%label
-1.076601298987968185e-02,1.101164002650752670e-02,-9.269033097399459464e-03,7.407834636926318161e-01,-8.634007584171135693e-04,0.000000000000000000e+00
-1.088869194672609751e-02,1.113472259515302550e-02,-9.708439523316569897e-03,7.037495379100240367e-01,-1.186319525079527950e-03,0.000000000000000000e+00
-1.196222521080904030e-02,1.222805847443319931e-02,-1.017416835406059761e-02,6.685668357983953758e-01,-1.323553928074625279e-03,0.000000000000000000e+00
-1.110643813041822803e-02,1.135444227739055081e-02,-1.080876617396220318e-02,6.351457177496179218e-01,-1.898358716307348669e-03,0.000000000000000000e+00
-1.136494284119283181e-02,1.161882691386338824e-02,-1.130989594859765912e-02,6.033909353600167558e-01,-1.577991523750918662e-03,0.000000000000000000e+00
-9.945758125051192347e-03,1.016811378509765475e-02,-1.186146749099203923e-02,5.732264402935353109e-01,-1.828221256538389806e-03,0.000000000000000000e+00
-1.054120757929072165e-02,1.077898926032661020e-02,-1.220906718689196424e-02,5.445662945070932626e-01,-1.212779977518973519e-03,0.000000000000000000e+00
-1.072330205041062585e-02,1.096724868695515831e-02,-1.267555014279109216e-02,5.173427984886985742e-01,-1.713209793694149075e-03,0.000000000000000000e+00
-1.109003147584420625e-02,1.134563065767988342e-02,-1.319025439996401872e-02,4.914800989721412883e-01,-1.989779036930915037e-03,0.000000000000000000e+00
-1.068936285674726080e-02,1.093720995981056938e-02,-1.377976468635511154e-02,4.669113958352461013e-01,-2.398886395994539924e-03,0.000000000000000000e+00
-1.119028453784902920e-02,1.145550084104271504e-02,-1.432452689971053239e-02,4.435686397799037395e-01,-2.333452444418918949e-03,0.000000000000000000e+00
-1.081467580406117110e-02,1.107318214186457303e-02,-1.496700780578930079e-02,4.213963164564742403e-01,-2.896822443159058780e-03,0.000000000000000000e+00
-1.044117432017876990e-02,1.070441170993231307e-02,-1.037619214389318145e-02,1.000000000000000000e+00,8.722328555480961254e-03,0.000000000000000000e+00
-1.037361313485519326e-02,1.064312697904190586e-02,-8.647282199073846876e-03,1.000000000000000000e+00,3.284917079608733279e-03,0.000000000000000000e+00
-1.112717986704575904e-02,1.141517404339784103e-02,-8.167329214843310758e-03,1.000000000000000000e+00,9.119104172618983616e-04,0.000000000000000000e+00
-1.027836994058294734e-02,1.054724982986070259e-02,-8.438168194534911848e-03,9.573229115772553532e-01,-5.375344156377891537e-04,0.000000000000000000e+00
-1.063768585156792297e-02,1.090808817991287608e-02,-8.541074879094834316e-03,9.094609876917437719e-01,-2.149874489371311021e-04,0.000000000000000000e+00
-9.847352635552997571e-03,1.009990047398628965e-02,-8.810164741084092199e-03,8.639928585775450420e-01,-5.917533611841793370e-04,0.000000000000000000e+00
-1.075655779054877567e-02,1.102150569811609533e-02,-8.984892501423202837e-03,8.207976913857520929e-01,-4.044635237469819075e-04,0.000000000000000000e+00
-1.138041138693103929e-02,1.165336417587016851e-02,-9.334759696499328463e-03,7.797627930604239532e-01,-8.524996518486392455e-04,0.000000000000000000e+00
-1.128495640767803766e-02,1.155350967650293874e-02,-9.793750703693593351e-03,7.407801847513385551e-01,-1.177248701764795243e-03,0.000000000000000000e+00
-1.175060417556219455e-02,1.202643865799368425e-02,-1.024433326407270251e-02,7.037457760104879334e-01,-1.216499582085266932e-03,0.000000000000000000e+00
-1.247555741936325589e-02,1.276526306509559970e-02,-1.077464569089059410e-02,6.685640578002249867e-01,-1.507099935051052237e-03,0.000000000000000000e+00
-1.175295478972245879e-02,1.202680156260781466e-02,-1.141823595172175576e-02,6.351425698161813349e-01,-1.925268503215484201e-03,0.000000000000000000e+00
-1.200856133118885852e-02,1.228875596847857181e-02,-1.195081617356696935e-02,6.033883492012476202e-01,-1.677031838961907375e-03,0.000000000000000000e+00
-1.069074131704606141e-02,1.094028246120151704e-02,-1.253382669529223836e-02,5.732241703331923954e-01,-1.932435284050874544e-03,0.000000000000000000e+00
-1.036020009845037108e-02,1.060282440196051550e-02,-1.292861585628790611e-02,5.445642436874458259e-01,-1.377429642500878565e-03,0.000000000000000000e+00
-1.066968954237531610e-02,1.092223902522057935e-02,-1.330192909985816740e-02,5.173391992732289113e-01,-1.371043832257520887e-03,0.000000000000000000e+00
-9.968572892820097564e-03,1.020451065359638011e-02,-1.375301087127500654e-02,4.914765048350102639e-01,-1.743836151886465772e-03,0.000000000000000000e+00
-1.191767971442793742e-02,1.221051240559674692e-02,-1.412379296281363050e-02,4.669048717112778135e-01,-1.508841483555808374e-03,0.000000000000000000e+00
-9.945874506757639705e-03,1.018602713310221182e-02,-1.482416474692171970e-02,4.435696519791790249e-01,-2.999985214916820169e-03,0.000000000000000000e+00
-1.200911397613447021e-02,1.231487973968434756e-02,-1.523673546432424697e-02,4.213884267804402506e-01,-1.860239648359089150e-03,0.000000000000000000e+00
-1.091301316226237460e-02,1.120152913899467514e-02,-1.097085774575323747e-02,1.000000000000000000e+00,8.104990186014248560e-03,0.000000000000000000e+00
-9.916645380821431655e-03,1.019166149524184870e-02,-9.072825939361872649e-03,1.000000000000000000e+00,3.606244798989622930e-03,0.000000000000000000e+00
-1.021385830133142436e-02,1.050019119580268556e-02,-8.109992963208467742e-03,1.000000000000000000e+00,1.829380613933417150e-03,0.000000000000000000e+00
-9.499321742341288941e-03,9.768103485912234263e-03,-8.118663780601553803e-03,9.573182357607223913e-01,-1.720906635812548057e-05,0.000000000000000000e+00
-9.593412392011908124e-03,9.858178887559311196e-03,-8.026602455274312042e-03,9.094566436403755949e-01,1.923307913444251792e-04,0.000000000000000000e+00
-1.052523090686149215e-02,1.079969511439012389e-02,-8.207629269538330163e-03,8.639885032698576550e-01,-3.980966501631654571e-04,0.000000000000000000e+00
-1.077105460843434670e-02,1.104475467819644556e-02,-8.560561325283044809e-03,8.207943914177587841e-01,-8.169777519612421695e-04,0.000000000000000000e+00
-1.144082801770099182e-02,1.172195244793319477e-02,-8.961323672536436469e-03,7.797598434176564730e-01,-9.765163263718587647e-04,0.000000000000000000e+00
-1.242984590062591252e-02,1.272555780671859836e-02,-9.469760647126568287e-03,7.407778217860847558e-01,-1.304074819327264356e-03,0.000000000000000000e+00
-1.131022101934016887e-02,1.158236237674188998e-02,-1.012389595470586379e-02,7.037463516472286518e-01,-1.766056462463972722e-03,0.000000000000000000e+00
-1.129983704179844325e-02,1.157012988388917731e-02,-1.059723492919217858e-02,6.685613868898818701e-01,-1.345192119516357143e-03,0.000000000000000000e+00
-1.346465120029151710e-02,1.378035411812169632e-02,-1.107968494154121242e-02,6.351378475090001530e-01,-1.443236914025356138e-03,0.000000000000000000e+00
-1.150430873313649204e-02,1.177679257651952430e-02,-1.189918030488434919e-02,6.033925173007739229e-01,-2.580472395129632026e-03,0.000000000000000000e+00
-1.151020109982740965e-02,1.178360978788537371e-02,-1.240843488026610597e-02,5.732214269767095249e-01,-1.687973841739399050e-03,0.000000000000000000e+00
-1.070583903715573854e-02,1.096045369694237555e-02,-1.293560426760553828e-02,5.445647178576356051e-01,-1.839305180063303307e-03,0.000000000000000000e+00
-9.549358593370953913e-03,9.775416125863486613e-03,-1.335876899071442026e-02,5.173387314219626276e-01,-1.554131322006129705e-03,0.000000000000000000e+00
-1.099151319867149555e-02,1.125855159487705072e-02,-1.363423096101079590e-02,4.914735747320331249e-01,-1.064914926513229774e-03,0.000000000000000000e+00
-1.107734047936738582e-02,1.134936571312828227e-02,-1.416747952023755808e-02,4.669062123049617097e-01,-2.169966142170890247e-03,0.000000000000000000e+00
-1.057463481665664451e-02,1.083544704401395546e-02,-1.473558138429031938e-02,4.435653136478471259e-01,-2.433444135262907964e-03,0.000000000000000000e+00
-1.060070454939148962e-02,1.086587345558891020e-02,-1.524860282950368795e-02,4.213894058803556164e-01,-2.313154991064698181e-03,0.000000000000000000e+00
-1.029206131688107685e-02,1.056436883161152203e-02,-1.038054856859593755e-02,1.000000000000000000e+00,9.249039351179485363e-03,0.000000000000000000e+00
-9.875477183740289169e-03,1.014674467474672472e-02,-8.568664853836338580e-03,1.000000000000000000e+00,3.442565458403006387e-03,0.000000000000000000e+00
-9.365229436188145587e-03,9.632913603719005236e-03,-7.892493034385994477e-03,1.000000000000000000e+00,1.284725750133503290e-03,0.000000000000000000e+00
-1.020509430305213336e-02,1.048033139111524681e-02,-7.631800308262826071e-03,9.573202919300481950e-01,5.173985547060570974e-04,0.000000000000000000e+00
-1.201199094752299600e-02,1.230921255005954819e-02,-7.903060914225989997e-03,9.094583452976005011e-01,-5.667055548185025854e-04,0.000000000000000000e+00
-1.082075967441037748e-02,1.109411430024459695e-02,-8.459850105653754504e-03,8.639928214762687686e-01,-1.224430236847787136e-03,0.000000000000000000e+00
-1.102922795157898310e-02,1.130189129436274219e-02,-8.820179579238085488e-03,8.207967743008447448e-01,-8.340990881984635449e-04,0.000000000000000000e+00
-1.316085586114080185e-02,1.346788447670507760e-02,-9.224005991715800157e-03,7.797620844230280790e-01,-9.839795386407926194e-04,0.000000000000000000e+00
-1.325333653557735601e-02,1.355986937720548777e-02,-9.954293465311625511e-03,7.407836371311096180e-01,-1.873076709022407187e-03,0.000000000000000000e+00
-1.164278132512759634e-02,1.191581471769761341e-02,-1.067221979076782290e-02,7.037504001843445378e-01,-1.938270031249834718e-03,0.000000000000000000e+00
-1.074703046114250209e-02,1.100002615861088613e-02,-1.113197725685477479e-02,6.685640528024460183e-01,-1.306589375853351841e-03,0.000000000000000000e+00
-1.176640712548146506e-02,1.204206282038281992e-02,-1.147279801712686176e-02,6.351388722270979725e-01,-1.019555326329757167e-03,0.000000000000000000e+00
-1.085082753098544003e-02,1.110565727773327703e-02,-1.199554308723416174e-02,6.033878718348664183e-01,-1.646063473459891645e-03,0.000000000000000000e+00
-1.153751654605793264e-02,1.180982460545002173e-02,-1.239388463463009238e-02,5.732209098380404155e-01,-1.320343496296558618e-03,0.000000000000000000e+00
-1.119515689244869779e-02,1.146037582233068106e-02,-1.292253524685327282e-02,5.445654092941628610e-01,-1.844470851481858293e-03,0.000000000000000000e+00
-1.170486679406717266e-02,1.198542868898208602e-02,-1.341698154672055221e-02,5.173404965477431672e-01,-1.815916100498279938e-03,0.000000000000000000e+00
-1.095650427228269178e-02,1.121949846658290562e-02,-1.401113175880930317e-02,4.914792072678879631e-01,-2.296909820430944726e-03,0.000000000000000000e+00
-1.257356058488611102e-02,1.288561697104986283e-02,-1.450887187497174047e-02,4.669071746515576216e-01,-2.025466685439989561e-03,0.000000000000000000e+00
-1.039108792008644304e-02,1.064347229545549098e-02,-1.527892636499406098e-02,4.435726025439364339e-01,-3.298441374867392816e-03,0.000000000000000000e+00
-1.209478845270703894e-02,1.240418811355123788e-02,-1.572640315182949333e-02,4.213898918694802265e-01,-2.017620160618060002e-03,0.000000000000000000e+00
-1.161491229793184220e-02,1.192674548639479672e-02,-1.120033524301744521e-02,1.000000000000000000e+00,8.599317052312706669e-03,0.000000000000000000e+00
-9.891088620140268267e-03,1.017283938243267356e-02,-9.475049168866322979e-03,1.000000000000000000e+00,3.278031799481124359e-03,0.000000000000000000e+00
-1.039291989334525761e-02,1.069068079226089506e-02,-8.258364914240146071e-03,1.000000000000000000e+00,2.311695965927162803e-03,0.000000000000000000e+00
-9.584899433537843669e-03,9.863072129619067721e-03,-8.267591767776916178e-03,9.573152304842484916e-01,-1.831269487829776879e-05,0.000000000000000000e+00
-1.115588082241889337e-02,1.145444561295709714e-02,-8.136093091168472569e-03,9.094538208927730460e-01,2.747225571332505343e-04,0.000000000000000000e+00
-1.150049553644907907e-02,1.179913934884979122e-02,-8.533836770790448334e-03,8.639863990915943592e-01,-8.746813599759249193e-04,0.000000000000000000e+00
-1.107580651581524869e-02,1.136238623521530940e-02,-8.986324713122662011e-03,8.207927260902474487e-01,-1.047434691726109634e-03,0.000000000000000000e+00
-1.186296064091385376e-02,1.215976129172963854e-02,-9.376186477093706451e-03,7.797575593454691978e-01,-9.499582528550793098e-04,0.000000000000000000e+00
-1.080748457026937601e-02,1.108111754340132364e-02,-9.895376222424867585e-03,7.407758032068578746e-01,-1.331657876455779894e-03,0.000000000000000000e+00
-1.128446712052785621e-02,1.156499325407204549e-02,-1.025678376314209661e-02,7.037401068021325035e-01,-9.757495740271989685e-04,0.000000000000000000e+00
-1.134149504503417435e-02,1.162124638823277059e-02,-1.071060638870202641e-02,6.685582430832855971e-01,-1.289734319162924667e-03,0.000000000000000000e+00
-1.084677792911927126e-02,1.111454484577421332e-02,-1.118608152657840638e-02,6.351349402877637385e-01,-1.422378293836321994e-03,0.000000000000000000e+00
-1.114519877257109069e-02,1.141896755702576614e-02,-1.160107157304968162e-02,6.033816007068659726e-01,-1.306769445001128337e-03,0.000000000000000000e+00
-1.224915877301159702e-02,1.254874462362044231e-02,-1.208271601236043935e-02,5.732172770429749820e-01,-1.596469077044095379e-03,0.000000000000000000e+00
-1.087750266019181164e-02,1.114455284096089148e-02,-1.274842478914983701e-02,5.445640920778576088e-01,-2.322673161456898557e-03,0.000000000000000000e+00
-1.046208280721098657e-02,1.071963095574706391e-02,-1.321224388129649263e-02,5.173362880861702706e-01,-1.703447917692302218e-03,0.000000000000000000e+00
-1.176256693088803019e-02,1.205656422996505273e-02,-1.363716374040069290e-02,4.914724182043210265e-01,-1.642710712105033711e-03,0.000000000000000000e+00
-1.001151368634358579e-02,1.025978889988874224e-02,-1.428756698835365047e-02,4.669067970311516769e-01,-2.646702282851190729e-03,0.000000000000000000e+00
-1.140345612602441938e-02,1.169468622961274476e-02,-1.468571859345790820e-02,4.435601220932349209e-01,-1.705489917944844622e-03,0.000000000000000000e+00
-1.133436468463465407e-02,1.162720479381004930e-02,-1.532886104806685523e-02,4.213903661089892227e-01,-2.899846168316161550e-03,0.000000000000000000e+00
-9.440896274200178892e-03,9.691654080027698945e-03,-1.072368021786063164e-02,1.000000000000000000e+00,8.749620292332230959e-03,0.000000000000000000e+00
-1.175546398429467253e-02,1.206462329199591704e-02,-8.329499753408908802e-03,1.000000000000000000e+00,4.548911505935834126e-03,0.000000000000000000e+00
-1.035661279864690150e-02,1.064721965871208605e-02,-8.582527233806147571e-03,1.000000000000000000e+00,-4.807521757173440304e-04,0.000000000000000000e+00
-1.133784481264683494e-02,1.164000997188881399e-02,-8.380448611902124867e-03,9.573175397907119910e-01,4.010679268601021375e-04,0.000000000000000000e+00
-1.078800520851001810e-02,1.107548695821121074e-02,-8.700901806308336539e-03,9.094558608151828150e-01,-6.694783162559807569e-04,0.000000000000000000e+00
-1.070712141961333540e-02,1.098839942308302287e-02,-8.956359948515180136e-03,8.639878575130678362e-01,-5.617792135760397640e-04,0.000000000000000000e+00
-1.128044143288141170e-02,1.156783200863234495e-02,-9.228459258129761977e-03,8.207932316130618355e-01,-6.298646236199550996e-04,0.000000000000000000e+00
-1.117514306034467393e-02,1.145693881697495801e-02,-9.613130253544155401e-03,7.797588023204290453e-01,-9.373086588782883867e-04,0.000000000000000000e+00
-1.170045454652560157e-02,1.198945235725232435e-02,-9.996560458525927118e-03,7.407754800795642858e-01,-9.834520366662998815e-04,0.000000000000000000e+00
-1.078959786016365184e-02,1.105795655039767608e-02,-1.047551678825808796e-02,7.037421841621998020e-01,-1.293110658629488497e-03,0.000000000000000000e+00
-1.116900358001284704e-02,1.144365256088553454e-02,-1.082725770328485382e-02,6.685582258812177159e-01,-9.996249991061120343e-04,0.000000000000000000e+00
-1.049218151514668199e-02,1.075088152747484538e-02,-1.126107063191950086e-02,6.351351240507191465e-01,-1.297746055096346768e-03,0.000000000000000000e+00
-1.102503096591996197e-02,1.129517432601631795e-02,-1.161184571537998700e-02,6.033814817271825337e-01,-1.104562217624299779e-03,0.000000000000000000e+00
-1.197387949772836351e-02,1.226623622987574672e-02,-1.207093503907685772e-02,5.732173225252691351e-01,-1.521707400445203220e-03,0.000000000000000000e+00
-1.023726107695699210e-02,1.048808431651436675e-02,-1.269287020664444654e-02,5.445633879086414497e-01,-2.169949339054070853e-03,0.000000000000000000e+00
-1.193196215723579118e-02,1.222736069776154608e-02,-1.306143834881090537e-02,5.173350586445747412e-01,-1.353627655241080403e-03,0.000000000000000000e+00
-1.123969912444404244e-02,1.151890460031223563e-02,-1.371776579528494189e-02,4.914769449494185705e-01,-2.537289866943474338e-03,0.000000000000000000e+00
-1.082522805407346023e-02,1.109543500720709848e-02,-1.428053931962236511e-02,4.669051063991956352e-01,-2.290118082398311106e-03,0.000000000000000000e+00
-1.157419048714791385e-02,1.186905625300538683e-02,-1.480097658455881149e-02,4.435626454114404704e-01,-2.229288637207718290e-03,0.000000000000000000e+00
-1.087635698078838649e-02,1.115420070051539522e-02,-1.546093096076661677e-02,4.213915793738378102e-01,-2.975639939836790832e-03,0.000000000000000000e+00
-1.171123887714856787e-02,1.153464312384332516e-02,-1.171544057042006592e-02,8.320365928322770444e-01,5.444802561800157203e-01,0.000000000000000000e+00
-1.029182250335827602e-02,1.027418295339231798e-02,-1.105310797418601609e-02,7.935090134488752556e-01,2.574026712154938168e-01,0.000000000000000000e+00
-1.139437973450007496e-02,1.041184394443424484e-02,-1.020708392833946654e-02,7.548800209982915455e-01,1.422859555506998663e-01,0.000000000000000000e+00
-1.030124684923292011e-02,9.641231124610375944e-03,-1.025150900421767375e-02,7.172871258535009620e-01,8.103724922330481084e-02,0.000000000000000000e+00
-9.701719758765573950e-03,9.105481414640384866e-03,-1.003568282480982177e-02,6.815203369599132088e-01,4.948117440378115017e-02,0.000000000000000000e+00
-1.074038025835766935e-02,9.143370057300065357e-03,-9.860971572857701872e-03,6.474721642209045891e-01,3.092978635695992767e-02,0.000000000000000000e+00
-9.649841727798811816e-03,8.501866318959135430e-03,-1.026393354518106982e-02,6.150918004346518364e-01,1.819659151359214605e-02,0.000000000000000000e+00
-1.112115079838606364e-02,8.686766589015503318e-03,-1.030868904105575190e-02,5.843452749447093364e-01,1.253899889077578385e-02,0.000000000000000000e+00
-9.746819615443193252e-03,7.998539211931540716e-03,-1.084622997007000933e-02,5.551271303109074351e-01,6.550616070412134881e-03,0.000000000000000000e+00
-1.028040554905058739e-02,7.913219934614426632e-03,-1.092002908292211139e-02,5.273736076657261629e-01,6.158359776871314209e-03,0.000000000000000000e+00
-8.014892585744186684e-03,6.984546246307255304e-03,-1.109922102516081033e-02,5.010089667723671703e-01,5.023493770621045677e-03,0.000000000000000000e+00
-9.972714279179180352e-03,7.354916613694273755e-03,-1.106429732189706527e-02,4.759578488632927318e-01,5.170068535655796514e-03,0.000000000000000000e+00
-9.002071062125983555e-03,6.848320357718875109e-03,-1.129676612736396635e-02,4.521699122365087087e-01,3.423312475969252262e-03,0.000000000000000000e+00
-9.665169818103115998e-03,6.846155123318197269e-03,-1.145254087949165722e-02,4.295621690644575441e-01,3.115385357295461042e-03,0.000000000000000000e+00
-8.731160015921795095e-03,6.373650326364941818e-03,-1.171770005868189024e-02,4.080930533664625104e-01,2.002585856185707704e-03,0.000000000000000000e+00
-7.592114261552903101e-03,5.849400349026673274e-03,-1.190731647299658746e-02,3.876886457109224304e-01,1.763838383698382523e-03,0.000000000000000000e+00
-9.202700434189964654e-03,6.159561432137467332e-03,-1.200171460524557254e-02,3.683029624798261903e-01,1.680740850375419615e-03,0.000000000000000000e+00
-6.852854064122459316e-03,5.292241296490798538e-03,-1.231276383889845505e-02,3.499058869150666884e-01,-3.223751865355944821e-05,0.000000000000000000e+00
-7.895242361291120517e-03,5.448507530343820945e-03,-1.238468418118787717e-02,3.323988391032548506e-01,7.458114296251615967e-04,0.000000000000000000e+00
-7.947802743105893131e-03,5.317100862830161437e-03,-1.260912759889754042e-02,3.157937229682668545e-01,-6.857081976429687652e-04,0.000000000000000000e+00
-6.271105334179316940e-03,4.379603170913629745e-03,-1.441505200001391707e-02,8.927913072915916182e-01,6.806784082777884715e-01,0.000000000000000000e+00
-6.184201474270336826e-03,4.046977691082401588e-03,-6.537879670435176038e-03,8.609307830048479326e-01,5.297762283898816982e-01,0.000000000000000000e+00
-4.757380372398792648e-03,4.219755304141014837e-03,-4.484233920454272493e-03,8.219939521083212686e-01,2.437126814483131787e-01,0.000000000000000000e+00
-4.019946797581355064e-03,4.246429447889834077e-03,-3.041529338884796374e-03,7.818575742757776226e-01,1.305726024356971271e-01,0.000000000000000000e+00
-3.058912173234033458e-03,4.461859640643332098e-03,-2.083999488056154092e-03,7.430126909754232178e-01,7.393172696009409073e-02,0.000000000000000000e+00
-2.641356251291129484e-03,4.399083245162369385e-03,-1.271185110153449926e-03,7.059508972302819263e-01,4.409488002098192055e-02,0.000000000000000000e+00
-1.893230748496203472e-03,4.566998717634489224e-03,-7.145537525587997152e-04,6.706785666600487694e-01,2.698220704288047458e-02,0.000000000000000000e+00
-1.516190661199632098e-03,4.520612759253899576e-03,-1.588781334529443257e-04,6.371591801768384800e-01,1.747414666316269433e-02,0.000000000000000000e+00
-2.412156664046923721e-03,3.662341806509405648e-03,2.759873950131108700e-04,6.053071272149426196e-01,1.140369875568840972e-02,0.000000000000000000e+00
-6.330261781165580359e-04,4.567361077277341461e-03,2.344106603731077598e-04,5.750429983733745809e-01,6.562412621480294417e-03,0.000000000000000000e+00
-1.176293701126636046e-03,3.960000017980984735e-03,4.089990970657098046e-04,5.462941833243711853e-01,6.516378634622245133e-03,0.000000000000000000e+00
3.017788927776951166e-03,6.497655059447309672e-03,4.891391786552290455e-04,5.189828092828103756e-01,5.471871817570900416e-03,0.000000000000000000e+00
-3.709513349018957185e-04,4.022513882660838647e-03,1.103271339015332586e-03,4.930340536356173087e-01,6.867122644728703394e-03,0.000000000000000000e+00
5.227848606615438654e-04,4.403759398929067009e-03,1.214872943342104605e-03,4.683896090326820638e-01,4.318850519213085666e-03,0.000000000000000000e+00
1.905282258357374886e-03,5.122989538458225592e-03,1.426253205877081598e-03,4.449700066124636644e-01,4.170442709606103811e-03,0.000000000000000000e+00
2.561068615833697951e-03,5.367273867483535188e-03,1.794851286271104129e-03,4.227195943953456769e-01,4.355883027257203069e-03,0.000000000000000000e+00
3.246179140890871964e-03,5.641442155761979688e-03,2.221067288352251978e-03,4.015841010248890064e-01,4.170983751902950995e-03,0.000000000000000000e+00
3.085759962404396178e-03,5.357127292430157936e-03,2.708920690790428409e-03,3.815050246357716279e-01,4.058628500076117557e-03,0.000000000000000000e+00
3.869319273745631602e-03,5.716797411017370337e-03,3.149404161389313117e-03,3.624329065418000484e-01,3.427745583559633179e-03,0.000000000000000000e+00
4.551121695223332014e-03,6.016426978755309504e-03,3.670177390739048917e-03,3.443101655115576865e-01,3.493306880536427468e-03,0.000000000000000000e+00
2.674035165834391312e-03,4.750176146865042748e-03,3.661245412374558583e-03,1.000000000000000000e+00,1.619958994795751284e-01,0.000000000000000000e+00
3.762744970162676048e-03,5.517995277878192176e-03,3.032912399199449993e-03,9.802341550928234115e-01,6.721800002745090263e-02,0.000000000000000000e+00
4.535755103424609844e-03,6.084333797042606323e-03,3.325031783518284101e-03,9.313382577164265319e-01,3.072250477787789522e-02,0.000000000000000000e+00
4.099910808735134429e-03,5.596325052191365029e-03,3.855843207027920272e-03,8.847996927828039038e-01,1.513631226066701127e-02,0.000000000000000000e+00
5.683139244482380767e-03,6.938265961191882047e-03,3.972419022812090361e-03,8.405641762178773790e-01,7.036393327231427880e-03,0.000000000000000000e+00
7.002493194509100058e-03,8.053054564320521330e-03,4.249418156972772920e-03,7.985415761500305187e-01,6.283121149607655276e-03,0.000000000000000000e+00
6.915313122739673649e-03,7.888067129237478700e-03,4.704148890752435364e-03,7.586179791476796996e-01,5.757464523301719997e-03,0.000000000000000000e+00
6.783769583866229927e-03,7.686005175775726533e-03,5.119205170640128699e-03,7.206910141140366877e-01,4.829343520058116193e-03,0.000000000000000000e+00
7.436438697846945237e-03,8.212935038318725997e-03,5.497528659046402311e-03,6.846604589530734808e-01,3.999615512120393603e-03,0.000000000000000000e+00
6.789276980960986391e-03,7.538926961900227486e-03,5.958427741231897556e-03,6.504277936724155440e-01,3.589955917352560377e-03,0.000000000000000000e+00
8.238863682675130751e-03,8.817546652264971960e-03,6.310934889021346805e-03,6.179133948860588976e-01,2.685585642569928138e-03,0.000000000000000000e+00
7.789457687003948153e-03,8.331223422120241986e-03,6.869406013314538484e-03,5.870115482293440934e-01,2.819543888200819626e-03,0.000000000000000000e+00
9.625861136277197305e-03,9.981149218234310755e-03,7.345234642763820432e-03,5.576669389714312697e-01,2.085664835816904931e-03,0.000000000000000000e+00
8.552391742775441313e-03,8.915214580895154325e-03,8.078923638872304025e-03,5.297735754003458641e-01,2.582687757829194540e-03,0.000000000000000000e+00
8.833005464901825046e-03,9.119010019889906005e-03,8.633463915643790898e-03,5.032949822158795383e-01,1.559314112112289950e-03,0.000000000000000000e+00
8.251273684897985489e-03,8.517711529403514809e-03,9.222854729930674011e-03,4.781301756807266323e-01,1.344519646154008086e-03,0.000000000000000000e+00
7.808610360419576679e-03,8.049631092872717997e-03,9.722352330222783223e-03,4.542308489905527158e-01,6.456072254985847306e-04,0.000000000000000000e+00
9.250098867604254066e-03,9.350761414587545686e-03,1.016071717567390564e-02,4.315255780707607514e-01,5.352389498436784833e-05,0.000000000000000000e+00
8.846134097081802955e-03,8.922002954100172190e-03,1.081874662483439664e-02,4.099372954880938780e-01,7.501081051653993737e-04,0.000000000000000000e+00
9.043306448139653078e-03,9.059599529105871740e-03,1.141626770503023636e-02,3.894455226430806327e-01,1.989931475666209071e-04,0.000000000000000000e+00
8.475851184201077526e-03,8.536309306196646768e-03,8.314464902564822069e-03,1.000000000000000000e+00,2.584766597005433778e-02,0.000000000000000000e+00
9.476750563788133297e-03,9.505800338930361221e-03,7.056989233233501579e-03,1.000000000000000000e+00,1.110464076209465890e-02,0.000000000000000000e+00
8.443703379506580994e-03,8.485172585339683868e-03,7.237857842610662118e-03,9.767910227647113031e-01,5.977641678399239246e-03,0.000000000000000000e+00
7.957243702339128824e-03,7.995442387587366889e-03,7.294156564929377140e-03,9.279539169727499814e-01,4.633605254073948354e-03,0.000000000000000000e+00
9.027915196049254160e-03,9.038962711940356706e-03,7.326594266763741814e-03,8.815614647227483225e-01,3.646853341016111864e-03,0.000000000000000000e+00
8.816875150242054968e-03,8.818242081548105515e-03,7.563968558482958571e-03,8.374827015299330935e-01,3.311797497906481674e-03,0.000000000000000000e+00
1.004465811688982045e-02,1.002463050099520157e-02,7.789276344911222338e-03,7.956129186272526965e-01,2.615807221878148174e-03,0.000000000000000000e+00
1.033878357463746678e-02,1.030498691481565067e-02,8.216632863711215151e-03,7.558285093631132989e-01,2.542145435256806286e-03,0.000000000000000000e+00
1.056851575322537672e-02,1.052203766054392829e-02,8.685541819426045862e-03,7.180382447627255971e-01,2.166891068428830527e-03,0.000000000000000000e+00
1.030129111425598029e-02,1.024389995752409202e-02,9.185544947810875271e-03,6.821374774700079691e-01,1.831574367528084014e-03,0.000000000000000000e+00
8.800648071642444906e-03,8.733918456939141275e-03,9.643575045954921876e-03,6.480348699588319716e-01,1.338316016683134676e-03,0.000000000000000000e+00
9.566795498535255945e-03,9.491232406020096504e-03,9.884639206794609834e-03,6.156478218823555615e-01,3.310256236936790419e-04,0.000000000000000000e+00
1.041834692934827909e-02,1.033314978357786039e-02,1.026806656946455121e-02,5.848604590285154670e-01,4.525127511313640507e-04,0.000000000000000000e+00
1.094240456037708781e-02,1.084679458631572675e-02,1.079428212256905439e-02,5.556119449639116414e-01,6.487209472465771658e-04,0.000000000000000000e+00
1.017008715818744878e-02,1.006292935663612338e-02,1.140475553933217867e-02,5.278286601418775703e-01,7.069388448641087406e-04,0.000000000000000000e+00
8.157842740229546280e-03,8.038633231854086167e-03,1.190235700921205009e-02,5.014449968690929405e-01,6.907194917472265550e-05,0.000000000000000000e+00
