%runtime,%label
8.262789199999999710e+02,0.000000000000000000e+00
1.441000000000000059e+00,0.000000000000000000e+00
3.655909999999999993e+00,0.000000000000000000e+00
3.403900000000000148e+00,0.000000000000000000e+00
3.530980000000000008e+00,0.000000000000000000e+00
3.502850000000000019e+00,0.000000000000000000e+00
3.590110000000000134e+00,0.000000000000000000e+00
1.295400000000000063e+01,0.000000000000000000e+00
3.600119999999999987e+00,0.000000000000000000e+00
3.561970000000000081e+00,0.000000000000000000e+00
3.514050000000000118e+00,0.000000000000000000e+00
3.517149999999999999e+00,0.000000000000000000e+00
3.540989999999999860e+00,0.000000000000000000e+00
3.661160000000000192e+00,0.000000000000000000e+00
3.664969999999999839e+00,0.000000000000000000e+00
3.585100000000000176e+00,0.000000000000000000e+00
3.958940000000000126e+00,0.000000000000000000e+00
3.851890000000000036e+00,0.000000000000000000e+00
3.750090000000000146e+00,0.000000000000000000e+00
3.790859999999999896e+00,0.000000000000000000e+00
3.751990000000000158e+00,0.000000000000000000e+00
3.737929999999999975e+00,0.000000000000000000e+00
3.777029999999999887e+00,0.000000000000000000e+00
3.670929999999999804e+00,0.000000000000000000e+00
3.787040000000000184e+00,0.000000000000000000e+00
3.462790000000000035e+00,0.000000000000000000e+00
3.866909999999999847e+00,0.000000000000000000e+00
3.996129999999999960e+00,0.000000000000000000e+00
3.913879999999999804e+00,0.000000000000000000e+00
3.584150000000000169e+00,0.000000000000000000e+00
3.908160000000000078e+00,0.000000000000000000e+00
3.954169999999999963e+00,0.000000000000000000e+00
3.690960000000000019e+00,0.000000000000000000e+00
4.032140000000000057e+00,0.000000000000000000e+00
3.907919999999999838e+00,0.000000000000000000e+00
3.998990000000000045e+00,0.000000000000000000e+00
3.879070000000000018e+00,0.000000000000000000e+00
3.801820000000000199e+00,0.000000000000000000e+00
3.939150000000000151e+00,0.000000000000000000e+00
3.561020000000000074e+00,0.000000000000000000e+00
3.696919999999999984e+00,0.000000000000000000e+00
3.834010000000000140e+00,0.000000000000000000e+00
3.999950000000000117e+00,0.000000000000000000e+00
3.919119999999999937e+00,0.000000000000000000e+00
4.022120000000000140e+00,0.000000000000000000e+00
3.707889999999999908e+00,0.000000000000000000e+00
3.930089999999999861e+00,0.000000000000000000e+00
4.001140000000000363e+00,0.000000000000000000e+00
3.865959999999999841e+00,0.000000000000000000e+00
3.940109999999999779e+00,0.000000000000000000e+00
3.779889999999999972e+00,0.000000000000000000e+00
3.920080000000000009e+00,0.000000000000000000e+00
3.782989999999999853e+00,0.000000000000000000e+00
3.709080000000000155e+00,0.000000000000000000e+00
3.916980000000000128e+00,0.000000000000000000e+00
3.911020000000000163e+00,0.000000000000000000e+00
3.868819999999999926e+00,0.000000000000000000e+00
3.922940000000000094e+00,0.000000000000000000e+00
3.689999999999999947e+00,0.000000000000000000e+00
3.913879999999999804e+00,0.000000000000000000e+00
3.843069999999999986e+00,0.000000000000000000e+00
3.957990000000000119e+00,0.000000000000000000e+00
3.887179999999999858e+00,0.000000000000000000e+00
3.966810000000000169e+00,0.000000000000000000e+00
3.918890000000000207e+00,0.000000000000000000e+00
3.874060000000000059e+00,0.000000000000000000e+00
3.925089999999999968e+00,0.000000000000000000e+00
3.931999999999999940e+00,0.000000000000000000e+00
3.916980000000000128e+00,0.000000000000000000e+00
3.776069999999999816e+00,0.000000000000000000e+00
3.978009999999999824e+00,0.000000000000000000e+00
4.019020000000000259e+00,0.000000000000000000e+00
3.866200000000000081e+00,0.000000000000000000e+00
3.738879999999999981e+00,0.000000000000000000e+00
3.889079999999999870e+00,0.000000000000000000e+00
3.948929999999999829e+00,0.000000000000000000e+00
3.812069999999999848e+00,0.000000000000000000e+00
4.017109999999999737e+00,0.000000000000000000e+00
3.846169999999999867e+00,0.000000000000000000e+00
3.541949999999999932e+00,0.000000000000000000e+00
3.882169999999999899e+00,0.000000000000000000e+00
3.849029999999999951e+00,0.000000000000000000e+00
3.920080000000000009e+00,0.000000000000000000e+00
3.885029999999999983e+00,0.000000000000000000e+00
3.969190000000000218e+00,0.000000000000000000e+00
4.013060000000000294e+00,0.000000000000000000e+00
3.937009999999999899e+00,0.000000000000000000e+00
3.929850000000000065e+00,0.000000000000000000e+00
3.705979999999999830e+00,0.000000000000000000e+00
3.795150000000000023e+00,0.000000000000000000e+00
3.681900000000000173e+00,0.000000000000000000e+00
3.890989999999999949e+00,0.000000000000000000e+00
3.818989999999999885e+00,0.000000000000000000e+00
3.923890000000000100e+00,0.000000000000000000e+00
4.029989999999999739e+00,0.000000000000000000e+00
3.841159999999999908e+00,0.000000000000000000e+00
4.128930000000000433e+00,0.000000000000000000e+00
3.718140000000000001e+00,0.000000000000000000e+00
3.910060000000000091e+00,0.000000000000000000e+00
1.427170000000000050e+00,0.000000000000000000e+00
3.957030000000000047e+00,0.000000000000000000e+00
3.813979999999999926e+00,0.000000000000000000e+00
3.895039999999999836e+00,0.000000000000000000e+00
4.286050000000000360e+00,0.000000000000000000e+00
3.958940000000000126e+00,0.000000000000000000e+00
3.867859999999999854e+00,0.000000000000000000e+00
3.819939999999999891e+00,0.000000000000000000e+00
3.885979999999999990e+00,0.000000000000000000e+00
3.782989999999999853e+00,0.000000000000000000e+00
3.887890000000000068e+00,0.000000000000000000e+00
3.645900000000000141e+00,0.000000000000000000e+00
3.756050000000000111e+00,0.000000000000000000e+00
3.944869999999999877e+00,0.000000000000000000e+00
4.032849999999999824e+00,0.000000000000000000e+00
3.814220000000000166e+00,0.000000000000000000e+00
3.955130000000000035e+00,0.000000000000000000e+00
4.166129999999999889e+00,0.000000000000000000e+00
3.776069999999999816e+00,0.000000000000000000e+00
3.809930000000000039e+00,0.000000000000000000e+00
3.839020000000000099e+00,0.000000000000000000e+00
3.957030000000000047e+00,0.000000000000000000e+00
4.055019999999999847e+00,0.000000000000000000e+00
3.874060000000000059e+00,0.000000000000000000e+00
3.946070000000000189e+00,0.000000000000000000e+00
3.936049999999999827e+00,0.000000000000000000e+00
3.963950000000000085e+00,0.000000000000000000e+00
3.906010000000000204e+00,0.000000000000000000e+00
3.846880000000000077e+00,0.000000000000000000e+00
3.951789999999999914e+00,0.000000000000000000e+00
3.983019999999999783e+00,0.000000000000000000e+00
3.935099999999999820e+00,0.000000000000000000e+00
3.927950000000000053e+00,0.000000000000000000e+00
4.014969999999999928e+00,0.000000000000000000e+00
3.999950000000000117e+00,0.000000000000000000e+00
3.940109999999999779e+00,0.000000000000000000e+00
3.846169999999999867e+00,0.000000000000000000e+00
3.927950000000000053e+00,0.000000000000000000e+00
3.903869999999999951e+00,0.000000000000000000e+00
3.959890000000000132e+00,0.000000000000000000e+00
3.833060000000000134e+00,0.000000000000000000e+00
3.715990000000000126e+00,0.000000000000000000e+00
4.077910000000000146e+00,0.000000000000000000e+00
3.767009999999999970e+00,0.000000000000000000e+00
3.775840000000000085e+00,0.000000000000000000e+00
3.927950000000000053e+00,0.000000000000000000e+00
3.813029999999999919e+00,0.000000000000000000e+00
4.027129999999999654e+00,0.000000000000000000e+00
3.812069999999999848e+00,0.000000000000000000e+00
3.885029999999999983e+00,0.000000000000000000e+00
3.808980000000000032e+00,0.000000000000000000e+00
4.222150000000000070e+00,0.000000000000000000e+00
4.189009999999999678e+00,0.000000000000000000e+00
3.817079999999999806e+00,0.000000000000000000e+00
3.916030000000000122e+00,0.000000000000000000e+00
3.976109999999999811e+00,0.000000000000000000e+00
3.936049999999999827e+00,0.000000000000000000e+00
3.896949999999999914e+00,0.000000000000000000e+00
3.795150000000000023e+00,0.000000000000000000e+00
3.915070000000000050e+00,0.000000000000000000e+00
3.749130000000000074e+00,0.000000000000000000e+00
3.834010000000000140e+00,0.000000000000000000e+00
3.507140000000000146e+00,0.000000000000000000e+00
3.886940000000000062e+00,0.000000000000000000e+00
3.862140000000000128e+00,0.000000000000000000e+00
3.990889999999999826e+00,0.000000000000000000e+00
3.957030000000000047e+00,0.000000000000000000e+00
3.790859999999999896e+00,0.000000000000000000e+00
3.975870000000000015e+00,0.000000000000000000e+00
3.440139999999999976e+00,0.000000000000000000e+00
3.882880000000000109e+00,0.000000000000000000e+00
3.904100000000000126e+00,0.000000000000000000e+00
3.967999999999999972e+00,0.000000000000000000e+00
3.912209999999999965e+00,0.000000000000000000e+00
3.858089999999999797e+00,0.000000000000000000e+00
3.768920000000000048e+00,0.000000000000000000e+00
3.571029999999999927e+00,0.000000000000000000e+00
3.906969999999999832e+00,0.000000000000000000e+00
3.933910000000000018e+00,0.000000000000000000e+00
1.611949999999999994e+00,0.000000000000000000e+00
3.730059999999999931e+00,0.000000000000000000e+00
3.913879999999999804e+00,0.000000000000000000e+00
3.934140000000000192e+00,0.000000000000000000e+00
4.010919999999999597e+00,0.000000000000000000e+00
3.787990000000000190e+00,0.000000000000000000e+00
3.926989999999999981e+00,0.000000000000000000e+00
3.754140000000000033e+00,0.000000000000000000e+00
3.905060000000000198e+00,0.000000000000000000e+00
4.099849999999999994e+00,0.000000000000000000e+00
3.895039999999999836e+00,0.000000000000000000e+00
3.911020000000000163e+00,0.000000000000000000e+00
3.581999999999999851e+00,0.000000000000000000e+00
3.659959999999999880e+00,0.000000000000000000e+00
3.832100000000000062e+00,0.000000000000000000e+00
3.968949999999999978e+00,0.000000000000000000e+00
3.731009999999999938e+00,0.000000000000000000e+00
4.035949999999999704e+00,0.000000000000000000e+00
3.861899999999999888e+00,0.000000000000000000e+00
3.978009999999999824e+00,0.000000000000000000e+00
4.058840000000000003e+00,0.000000000000000000e+00
3.945110000000000117e+00,0.000000000000000000e+00
3.845209999999999795e+00,0.000000000000000000e+00
3.840920000000000112e+00,0.000000000000000000e+00
3.906010000000000204e+00,0.000000000000000000e+00
3.950829999999999842e+00,0.000000000000000000e+00
3.840920000000000112e+00,0.000000000000000000e+00
4.014020000000000366e+00,0.000000000000000000e+00
3.794189999999999952e+00,0.000000000000000000e+00
3.798010000000000108e+00,0.000000000000000000e+00
3.705979999999999830e+00,0.000000000000000000e+00
3.942969999999999864e+00,0.000000000000000000e+00
3.957030000000000047e+00,0.000000000000000000e+00
3.968949999999999978e+00,0.000000000000000000e+00
3.767970000000000041e+00,0.000000000000000000e+00
3.935810000000000031e+00,0.000000000000000000e+00
3.911020000000000163e+00,0.000000000000000000e+00
4.043099999999999916e+00,0.000000000000000000e+00
3.943919999999999870e+00,0.000000000000000000e+00
4.289869999999999628e+00,0.000000000000000000e+00
3.958940000000000126e+00,0.000000000000000000e+00
3.847119999999999873e+00,0.000000000000000000e+00
3.853800000000000114e+00,0.000000000000000000e+00
3.912209999999999965e+00,0.000000000000000000e+00
3.855939999999999923e+00,0.000000000000000000e+00
3.826859999999999928e+00,0.000000000000000000e+00
3.939869999999999983e+00,0.000000000000000000e+00
3.827100000000000168e+00,0.000000000000000000e+00
3.814939999999999998e+00,0.000000000000000000e+00
3.844980000000000064e+00,0.000000000000000000e+00
3.978009999999999824e+00,0.000000000000000000e+00
3.859039999999999804e+00,0.000000000000000000e+00
3.891939999999999955e+00,0.000000000000000000e+00
3.959179999999999922e+00,0.000000000000000000e+00
3.892900000000000027e+00,0.000000000000000000e+00
3.957030000000000047e+00,0.000000000000000000e+00
3.858089999999999797e+00,0.000000000000000000e+00
3.900049999999999795e+00,0.000000000000000000e+00
3.829000000000000181e+00,0.000000000000000000e+00
3.967999999999999972e+00,0.000000000000000000e+00
3.804920000000000080e+00,0.000000000000000000e+00
3.914120000000000044e+00,0.000000000000000000e+00
3.854989999999999917e+00,0.000000000000000000e+00
3.777979999999999894e+00,0.000000000000000000e+00
3.925800000000000178e+00,0.000000000000000000e+00
3.854989999999999917e+00,0.000000000000000000e+00
3.942009999999999792e+00,0.000000000000000000e+00
3.884079999999999977e+00,0.000000000000000000e+00
2.629039999999999822e+00,0.000000000000000000e+00
4.009009999999999962e+00,0.000000000000000000e+00
3.926039999999999974e+00,0.000000000000000000e+00
3.910060000000000091e+00,0.000000000000000000e+00
3.920080000000000009e+00,0.000000000000000000e+00
