x_error,y_error,theta_error,distance_error
2.080239526906246805e-02,1.302923363532415557e-02,-8.903667228495559804e-02,2.454588719224006649e-02
1.881607379819805193e-02,1.152362467319223427e-02,-8.598986595684843248e-02,2.206441838770829833e-02
1.695908708555093902e-02,1.015395443324496050e-02,-8.428979212036169510e-02,1.976647225500078112e-02
1.522521476134142127e-02,8.906214843545479098e-03,-8.382906450912042118e-02,1.763881592875095675e-02
1.360786723186591107e-02,7.768292820522271214e-03,-8.457377050821546227e-02,1.566909135672735209e-02
1.210033826842260574e-02,6.729623541497975481e-03,-8.656167101736966796e-02,1.384579427914976388e-02
1.069596892309843117e-02,5.780926006025977060e-03,-8.991011461171344310e-02,1.215824233559418925e-02
5.938825221882859662e-02,5.491399863170687290e-02,1.692300701786091377e-01,8.088579447177547677e-02
5.377324507750047555e-02,5.125889978967479443e-02,1.200171776515905897e-01,7.429021936845288387e-02
4.880495612146118489e-02,4.754860652514580899e-02,8.913115433018825584e-02,6.813804902182693524e-02
4.435167397555850322e-02,4.392356545657083444e-02,6.886138332754621061e-02,6.242075445596517030e-02
4.032610137755243684e-02,4.045164406954526726e-02,5.509967147980565638e-02,5.711856055820921374e-02
3.666541254769462022e-02,3.716339556497638696e-02,4.549535444048513622e-02,5.220603841713666177e-02
3.332256774672059940e-02,3.407007918641613564e-02,3.864264700231856420e-02,4.765672897926849505e-02
3.026090036425266305e-02,3.117263416070259474e-02,3.367050959799322563e-02,4.344485253021615478e-02
2.745078116116062006e-02,2.846640352508922334e-02,3.002309845095030294e-02,3.954594183998078744e-02
2.486753764553251145e-02,2.594372986025583749e-02,2.733695183489648350e-02,3.593704979006911993e-02
2.249012688172036256e-02,2.359542951336623950e-02,2.536981974918262051e-02,3.259678053237950734e-02
2.030026511518756571e-02,2.141165020195501256e-02,2.395820765400047403e-02,2.950524577287539502e-02
1.828183927135418330e-02,1.938237732061987018e-02,2.299146538808127804e-02,2.664398989908432422e-02
1.642049612679774562e-02,1.749773403493048995e-02,2.239574402260102737e-02,2.399590359639212911e-02
1.470334611672785563e-02,1.574815727916178965e-02,2.212406783113407549e-02,2.154513505916155758e-02
1.311874294685155817e-02,1.412449755515998717e-02,2.215039419295850021e-02,1.927700307857235090e-02
1.165611462098170570e-02,1.261807121581925983e-02,2.246649063699457383e-02,1.717791399631951946e-02
1.030583026134745950e-02,1.122068280850685440e-02,2.308107979871576454e-02,1.523528339299359130e-02
9.059092514964506293e-03,9.924628459431206196e-03,2.402119205866137808e-02,1.343746282794626955e-02
7.907848749806101196e-03,8.722687267555651047e-03,2.533618457079311881e-02,1.177367168802440252e-02
5.684471643563582255e-02,5.760810517510694950e-02,-1.899488136880678191e-02,8.093216646373696532e-02
5.222792742844717395e-02,5.274804237145636066e-02,-1.260529490977435607e-02,7.423013119678625871e-02
4.792406999838916271e-02,4.829031692296736900e-02,-8.520986669239616340e-03,6.803433834271582770e-02
4.391949861797650456e-02,4.418577506388565723e-02,-5.799189332159393473e-03,6.230012100189484536e-02
4.020015413230582091e-02,4.040022493332373621e-02,-3.918392507138990233e-03,5.699325018740638432e-02
3.674960467799470720e-02,3.690521884532249608e-02,-2.574490687052288784e-03,5.208194141936374477e-02
3.355074848414130173e-02,3.367623361651173042e-02,-1.583463376110483267e-03,4.753673773451418116e-02
3.058666600966519766e-02,3.069162778843304018e-02,-8.301274878849129735e-04,4.333036064805511484e-02
2.784104635815642936e-02,2.793200830418984815e-02,-2.400804181551530192e-04,3.943755760974994307e-02
2.529839235981823364e-02,2.537982180262488008e-02,2.362129717683458807e-04,3.583495515169933532e-02
2.294410726547724266e-02,2.301907437734929118e-02,6.327458489820969589e-04,3.250092065464706831e-02
2.076451693442993296e-02,2.083512802218279170e-02,9.736080628405252568e-04,2.941543341888699925e-02
1.874685666347852830e-02,1.881454492383483057e-02,1.276505433992047855e-03,2.655996489929925153e-02
1.687923886998610179e-02,1.694496299915670967e-02,1.555035630575796191e-03,2.391736766186529362e-02
1.515061085415858599e-02,1.521499280000626619e-02,1.820228124707945483e-03,2.147177252018078047e-02
1.355070797994528675e-02,1.361412971257913718e-02,2.081656251813890357e-03,1.920849329303792388e-02
1.207000539699598640e-02,1.213267758896829918e-02,2.348322770787891756e-03,1.711393863964008263e-02
1.069967013272266065e-02,1.076168126805154834e-02,2.629469345321155949e-03,1.517553045742417971e-02
9.431514614648195405e-03,9.492866250423004360e-03,2.935449462204919868e-03,1.338162836035818905e-02
8.257952219510977798e-03,8.318584298726783288e-03,3.278833502977196446e-03,1.172145978940976677e-02
5.717195516363671182e-02,5.723176405988339432e-02,4.649099509990151091e-05,8.089565671059878449e-02
5.243614923668316052e-02,5.249144468255173557e-02,8.637994974077800592e-04,7.419502349641178551e-02
4.805505819390698541e-02,4.811330386175072249e-02,1.404379352082818500e-03,6.800131341755792647e-02
4.399869837449466026e-02,4.406341863064633380e-02,1.783518128053884766e-03,6.226933691689152256e-02
4.024379668705302393e-02,4.031638332402254221e-02,2.065309578008767133e-03,5.696467270263547156e-02
3.676841492531801592e-02,3.684908483173376936e-02,2.287482787188155342e-03,5.205546454558503816e-02
3.355202852385885670e-02,3.364035515003482857e-02,2.473256308229365708e-03,4.751223119036099979e-02
3.057551552972270770e-02,3.067073208811343932e-02,2.637600988201205254e-03,4.330768934876513820e-02
2.782110409383742322e-02,2.792227998581098269e-02,2.790688968026588945e-03,3.941658981452045990e-02
2.527230153939163948e-02,2.537844612153405954e-02,2.939873741680032460e-03,3.581556578698072424e-02
2.291381649339507831e-02,2.302394006412455951e-02,3.090880537972906517e-03,3.248299250945614614e-02
2.073147991388779587e-02,2.084462894516980747e-02,3.248564829660183229e-03,2.939885738054702144e-02
1.871216798440622497e-02,1.882744457212326417e-02,3.417436676829255227e-03,2.654463975632389422e-02
1.684372835615399744e-02,1.696029987594149802e-02,3.602067679507880982e-03,2.390319971923774572e-02
1.511491042248880312e-02,1.523201306004096089e-02,3.807457548899551014e-03,2.145867514412572175e-02
1.351529987863742122e-02,1.363223832064619501e-02,4.039421221430083975e-03,1.919638644225499235e-02
1.203525758393753087e-02,1.215140231022870942e-02,4.305058021813357172e-03,1.710274841119863512e-02
1.066586261660384949e-02,1.078064570390679933e-02,4.613381289123141826e-03,1.516518866184762143e-02
9.398859344976306929e-03,9.511769350831089653e-03,4.976226304839070913e-03,1.337207213449202563e-02
8.226608308756766519e-03,8.337184574762179778e-03,5.409632623417537367e-03,1.171263125430653529e-02
5.714204069484773996e-02,5.724986724457226117e-02,-6.133678831551359067e-04,8.088732975128294644e-02
5.241179381347693678e-02,5.250487712842355492e-02,3.734344989271276560e-04,7.418731868060250700e-02
4.803483429778410141e-02,4.812341773700579139e-02,1.021307612546706878e-03,6.799418093267937946e-02
4.398168087087506173e-02,4.407107552688205310e-02,1.470807960407993775e-03,6.226273323846006486e-02
4.022935013925010850e-02,4.032216212667827371e-02,1.800005074679589256e-03,5.695855836655726312e-02
3.675608217372050568e-02,3.685339120722908035e-02,2.054762687005773358e-03,5.204980326796983942e-02
3.354146719487127726e-02,3.364348411902784441e-02,2.263200754167415951e-03,4.750698943578623296e-02
3.056646031096410532e-02,3.067290522813470588e-02,2.443332287371702272e-03,4.330283606273239300e-02
2.781334343759578331e-02,2.792366837343007724e-02,2.607264042384982439e-03,3.941209622193358325e-02
2.526566275037089859e-02,2.537918496923263767e-02,2.763601721904485053e-03,3.581140522121414177e-02
2.290815585690064715e-02,2.302413835916405915e-02,2.918887771070410864e-03,3.247914025872577354e-02
2.072667595083776959e-02,2.084437598812982628e-02,3.078507140565012179e-03,2.939529054637085928e-02
1.870811670359295853e-02,1.882681453726453569e-02,3.247300401727160057e-03,2.654133712185218971e-02
1.684033981763422005e-02,1.695935507575541124e-02,3.430023902223910959e-03,2.390014162633659692e-02
1.511210618409419837e-02,1.523080633986362287e-02,3.631746672658087149e-03,2.145584337847776177e-02
1.351301105185220841e-02,1.363081485572870122e-02,3.858251840381798914e-03,1.919376412584655398e-02
1.203342331983403568e-02,1.214980098358675598e-02,4.116507181674777804e-03,1.710031990154252390e-02
1.066442890164776003e-02,1.077890018436367114e-02,4.415283549117465789e-03,1.516293945720206468e-02
9.397778024262892771e-03,9.509908953056145364e-03,4.766036520857386272e-03,1.336998878416642556e-02
8.225836278737075347e-03,8.335234958726900345e-03,5.184241047950233217e-03,1.171070127284314435e-02
5.714153922366072003e-02,7.247850995911298000e-03,-6.609281307098617830e-01,5.759936500438254947e-02
5.363918802874656500e-02,3.733595732285710511e-03,-4.881951735583101026e-01,5.376897087982408785e-02
4.967584798742263885e-02,1.261523492510407962e-03,-3.870094843168776499e-01,4.969186366792532894e-02
4.567487196860597898e-02,-4.888496178496737343e-04,-3.193854854631024698e-01,4.567748792673936159e-02
4.179932357617355265e-02,-1.724669253879040909e-03,-2.716635347541672130e-01,4.183488897392861200e-02
3.811792457489082686e-02,-2.588299698088158962e-03,-2.369651117583927158e-01,3.820569943377805783e-02
3.465725412187792287e-02,-3.179379257819414661e-03,-2.113116179293554886e-01,3.480278316073984191e-02
3.142351163849532725e-02,-3.568743751400704767e-03,-1.922231743547807292e-01,3.162551210111565897e-02
2.841272838987696225e-02,-3.807511226901372225e-03,-1.780845277816900940e-01,2.866671024550777186e-02
2.561588594599850666e-02,-3.933092418000105894e-03,-1.678176202963801988e-01,2.591607278827048194e-02
2.302159258146718734e-02,-3.973219642911418603e-03,-1.606983237608905490e-01,2.336193911724543035e-02
2.061752136077088515e-02,-3.948685836013821060e-03,-1.562490910416102774e-01,2.099224396993756153e-02
1.839119372254849338e-02,-3.875234172874497673e-03,-1.541754442787569013e-01,1.879503781413917329e-02
1.633040576118172105e-02,-3.764880830704475656e-03,-1.543302953611210837e-01,1.675877322462008753e-02
1.442345439536119045e-02,-3.626853929429962875e-03,-1.566983003740850533e-01,1.487246133363558619e-02
1.265924919861771691e-02,-3.468268595571810664e-03,-1.613974871935992261e-01,1.312575625721173339e-02
1.102735788966979769e-02,-3.294617642414232606e-03,-1.686995406822499322e-01,1.150900201740228529e-02
9.518012818280796594e-03,-3.110131046208719496e-03,-1.790750748149855798e-01,1.001326535819104836e-02
8.122094059532569688e-03,-2.918039903422320336e-03,-1.932781932098295852e-01,8.630374776906226536e-03
6.831097689840248677e-03,-2.720768468245760019e-03,-2.124999662060765293e-01,7.352991004070463278e-03
5.563709302886676866e-02,-2.520068816710629989e-03,1.364819702458087425e-01,5.569413674296184308e-02
5.089678680259246413e-02,-1.648925175991244885e-03,1.123595644882286471e-01,5.092349026789668581e-02
4.648455064539258608e-02,-1.005775205815684359e-03,9.510882992868728569e-02,4.649543023210669923e-02
4.238389523988295160e-02,-5.248688965764358727e-04,8.252598341959689610e-02,4.238714502138550555e-02
3.857860678779045926e-02,-1.626243117300862906e-04,7.323470195208392486e-02,3.857894954964063983e-02
3.505061836775280604e-02,1.111663325950029702e-04,6.633586056902038286e-02,3.505079465454889048e-02
3.178157268264980573e-02,3.179282879581801780e-04,6.122918368295234004e-02,3.178316284731329960e-02
2.875356881600765746e-02,4.731765597238979382e-04,5.750819314722976222e-02,2.875746191362443804e-02
2.594951342598883492e-02,5.883572993594654577e-04,5.489646563039421445e-02,2.595618252665989403e-02
2.335327302464174082e-02,6.720558264055043196e-04,5.320824131092762033e-02,2.336294116752565819e-02
2.094972362010261158e-02,7.308063797302200015e-04,5.232403976047065447e-02,2.096246640363055164e-02
1.872474669018697746e-02,7.696458715504839176e-04,5.217604768328081705e-02,1.874055744579821228e-02
1.666519721435122392e-02,7.924996372634662833e-04,5.274042146701915512e-02,1.668402990492053040e-02
1.475885764407713907e-02,8.024547250242708429e-04,5.403518509400506015e-02,1.478065670204974265e-02
1.299438544826436726e-02,8.019564528234379708e-04,5.612362198544661868e-02,1.301910854591395959e-02
1.136125847618951745e-02,7.929516027422867097e-04,5.912437473335711152e-02,1.138889662816726725e-02
9.849720475983092527e-03,7.769937447161812116e-04,6.323141056604794641e-02,9.880319465195883805e-03
8.450727991746065371e-03,7.553210283670619418e-04,6.875057423309383076e-02,8.484415916630558274e-03
7.155899153404643442e-03,7.289132751431282031e-04,7.616690818453833445e-02,7.192927585926134869e-03
5.957464322336791795e-03,6.985326320163576241e-04,8.627417662129849285e-02,5.998277168479918160e-03
5.484821792010863284e-02,6.647498401273210789e-04,-2.370111363824048412e-02,5.485224609222192488e-02
5.009429966020206848e-02,4.943900612517371229e-04,-1.900925372419953047e-02,5.009673921503061261e-02
4.569890676316457068e-02,3.674240756883495607e-04,-1.559615018129148489e-02,4.570038380363784097e-02
4.163055759391021127e-02,2.712463243681462188e-04,-1.305983192506167054e-02,4.163144124514978062e-02
3.786512617585469087e-02,1.975274658163606034e-04,-1.114391617721734867e-02,3.786564138388715667e-02
3.438017373786284026e-02,1.405068995379288310e-04,-9.677956897996730506e-03,3.438046085256059314e-02
3.115487479653067382e-02,9.610852484942533636e-05,-8.546241925033446971e-03,3.115502303700080564e-02
2.816992318859856681e-02,6.138870262262230426e-05,-7.668856460255213219e-03,2.816999007852777001e-02
2.540743283539748099e-02,3.418259261045442088e-05,-6.989920631464725288e-03,2.540745582963535587e-02
2.285083963148726305e-02,1.287213418099675266e-05,-6.470146915490456417e-03,2.285084325699573288e-02
2.048480731965285351e-02,-3.769529292263484876e-06,-6.082079054125898859e-03,2.048480766647942444e-02
1.829513855757003427e-02,-1.668448380365283867e-05,-5.807057355962279635e-03,1.829514616538183147e-02
1.626869158223964718e-02,-2.660421332456586185e-05,-5.633355623392080624e-03,1.626871333517810117e-02
1.439330248686609970e-02,-3.410216339361227256e-05,-5.555185991930789921e-03,1.439334288606972621e-02
1.265771293382766949e-02,-3.963156675790280303e-05,-5.572448095892582748e-03,1.265777497731224339e-02
1.105150303758573038e-02,-4.355303512348918105e-05,-5.691265231791045598e-03,1.105158885665925850e-02
9.565029113772549607e-03,-4.615491794579540397e-05,-5.925565266543915237e-03,9.565140470676166198e-03
8.189365980282303781e-03,-4.766845183379331274e-05,-6.300335554698409390e-03,8.189504712759212990e-03
6.916253499722024856e-03,-4.827907086535354608e-05,-6.857953178591380365e-03,6.916422004266424214e-03
5.738047062651574493e-03,-4.813479117338204105e-05,-7.670812171991075838e-03,5.738248953411281827e-03
5.464767172263651496e-02,-4.735223160201584847e-05,4.532322559391833939e-04,5.464769223799743197e-02
4.990595146476728416e-02,-4.109442573718702363e-05,9.120911818550062793e-04,4.990596838410746999e-02
4.552295357065805348e-02,-3.348760089982860677e-05,1.269047116435302949e-03,4.552296588773300373e-02
4.146670216527570396e-02,-2.535615622090148236e-05,1.559186223515370007e-03,4.146670991769589587e-02
3.771283853432527700e-02,-1.720774992031159911e-05,1.805403743532583288e-03,3.771284246013215796e-02
3.423881946934059783e-02,-9.350591665402419039e-06,2.023552995617422783e-03,3.423882074615977600e-02
3.102378249175075098e-02,-1.966757209981295773e-06,2.225136135559328474e-03,3.102378255409217814e-02
2.804842053294542836e-02,4.842463593002221955e-06,2.418982916746137846e-03,2.804842095096278867e-02
2.529486594831520385e-02,1.102788374840457664e-05,2.612351925130811103e-03,2.529486835224599439e-02
2.274658318067279694e-02,1.657392096654497493e-05,2.811705871705531823e-03,2.274658921882844950e-02
2.038826943096316846e-02,2.148646675270704520e-05,3.023316759835131297e-03,2.038828075286881064e-02
1.820576273911056475e-02,2.578481660631126715e-05,3.253809266547063803e-03,1.820578099861563243e-02
1.618595692152369203e-02,2.949623517523036753e-05,3.510733605808532068e-03,1.618598379751166882e-02
1.431672285290952473e-02,3.265225421311690468e-05,3.803266751127447158e-03,1.431676008797825271e-02
1.258683561830564734e-02,3.528611926073565996e-05,4.143177314953051978e-03,1.258688507902015231e-02
1.098590709662294884e-02,3.743099657782522627e-05,4.546271883733139785e-03,1.098597086356664643e-02
9.504323569597961097e-03,3.911867207606611885e-05,5.034711920711316957e-03,9.504404073171570516e-03
8.133187979968425907e-03,4.037854502403348533e-05,5.640952572877764616e-03,8.133288212303873069e-03
6.864266489863712906e-03,4.123675410161453669e-05,6.414864492401634380e-03,6.864390352664592569e-03
5.689939014464018285e-03,4.171527422380805206e-05,7.437558532566211113e-03,5.690091928292840585e-03
5.460315342568566876e-02,4.183077796726664133e-05,5.295997817078600730e-04,5.460316944869550437e-02
4.986474826566422713e-02,4.071020536233760367e-05,9.564415070823329779e-04,4.986476488382236144e-02
4.548481546540261711e-02,4.132352366403857502e-05,1.289452185216853966e-03,4.548483423686774940e-02
4.143139885431779135e-02,4.286763197725029784e-05,1.561084263795502712e-03,4.143142103113815061e-02
3.768015762669651991e-02,4.484235795132462954e-05,1.792536269216812427e-03,3.768018430965754811e-02
3.420856491686485867e-02,4.693384700438230084e-05,1.998517040790250519e-03,3.420859711326016545e-02
3.099577321195456925e-02,4.894674734190473941e-05,2.189731507973541151e-03,3.099581185887854626e-02
2.802248918428618119e-02,5.076220557942434652e-05,2.374433946695969026e-03,2.802253516163288535e-02
2.527085783062510416e-02,5.231125028704042279e-05,2.559449730105790161e-03,2.527091197330584571e-02
2.272435524075411273e-02,5.355758502179064351e-05,2.750898201728417709e-03,2.272441835389637371e-02
2.036768935827604210e-02,5.448626762483144148e-05,2.954761311053222868e-03,2.036776223713815046e-02
1.818670813998557456e-02,5.509614675691665298e-05,3.177399371090565416e-03,1.818679159594690370e-02
1.616831456278022827e-02,5.539473849336395972e-05,3.426100400080840484e-03,1.616840945727389747e-02
1.430038796750920937e-02,5.539470929250001063e-05,3.709758003147909950e-03,1.430049525698672344e-02
1.257171126694722751e-02,5.511142512304445518e-05,4.039809009016975642e-03,1.257183206412919654e-02
1.097190358015387446e-02,5.456120693358990081e-05,4.431643201899523009e-03,1.097203924061044590e-02
9.491357887890794487e-03,5.376004333479400543e-05,4.906865458379614485e-03,9.491510137922529178e-03
8.121183333561932116e-03,5.272257640354105490e-05,5.497145594259148990e-03,8.121354468768540377e-03
6.853151821289982237e-03,5.146120766141848435e-05,6.251185127648592466e-03,6.853345033014475104e-03
5.679648586865315707e-03,4.998517017518189220e-05,7.248251946863874459e-03,5.679868536112311905e-03
5.459362643726062281e-02,4.829936774819465484e-05,-1.002449340861131730e-03,5.459364780265270334e-02
4.985593941011812191e-02,3.935860174197891581e-05,-3.238318308096797436e-04,4.985595494587281851e-02
4.547666604663191947e-02,3.448324987798123686e-05,1.905143783665577293e-04,4.547667912030743664e-02
4.142385774509649288e-02,3.218227597345801883e-05,5.948094074784406006e-04,4.142387024633113063e-02
3.767317895861532762e-02,3.149930590540250819e-05,9.241186908671654822e-04,3.767319212721599586e-02
3.420210688813263289e-02,3.180475568820284593e-05,1.202329044711215010e-03,3.420212167585125196e-02
3.098979740532703531e-02,3.267986264132716201e-05,1.446317940097063912e-03,3.098981463637103667e-02
2.801696013491827841e-02,3.384456727495432915e-05,1.668526898185729822e-03,2.801698057707743134e-02
2.526574272240922348e-02,3.511157080238191952e-05,1.878612821560808090e-03,2.526576711951130857e-02
2.271962367254021231e-02,3.635642679333805916e-05,2.084562652043721841e-03,2.271965276168671707e-02
2.036331315081785220e-02,3.749768861460722746e-05,2.293502881837308251e-03,2.036334767554005831e-02
1.818266116869216020e-02,3.848349904189696247e-05,2.512354415091728847e-03,1.818270189370007478e-02
1.616457260841430710e-02,3.928238619566037926e-05,2.748445191500967395e-03,1.616462033945008370e-02
1.429692858058140281e-02,3.987685147865960289e-05,3.010185187754105089e-03,1.429698419253267599e-02
1.256851364344790944e-02,4.025883521863171666e-05,3.307930061013538130e-03,1.256857812082772669e-02
1.096894844732032581e-02,4.042645518675946903e-05,3.655222735711689125e-03,1.096902294364680147e-02
9.488627399367732806e-03,4.038160641739452217e-05,4.070740721657268441e-03,9.488713326798786998e-03
8.118660973856606233e-03,4.012813019671490622e-05,4.581574745819510901e-03,8.118760143966280776e-03
6.850822320060512283e-03,3.967032880947130025e-05,5.229133830281355345e-03,6.850937176476452894e-03
5.677497844641221647e-03,3.901163002928420553e-05,6.080595519597302955e-03,5.677631872813106335e-03
5.459164146632189407e-02,3.815318654432076073e-05,-3.570184680105195152e-04,5.459165479863272580e-02
4.985409721093758684e-02,3.315080386867563789e-05,1.949295168441360013e-04,4.985410823285691545e-02
4.547495928696831946e-02,3.109249134558567107e-05,6.170312989207693034e-04,4.547496991636656299e-02
4.142227775956475178e-02,3.082219232397598319e-05,9.527281255156883543e-04,4.142228922691347515e-02
3.767171685479353549e-02,3.160467661955657093e-05,1.230198834234785907e-03,3.767173011215863704e-02
3.420075402718336655e-02,3.296268847519101541e-05,1.468745636625988938e-03,3.420076991190009602e-02
3.098854560629105137e-02,3.458468003403325497e-05,1.682130530458685004e-03,3.098856490535296590e-02
2.801580174925621947e-02,3.626750228868935721e-05,1.880642196469194723e-03,2.801582522406488238e-02
2.526467064704096543e-02,3.787995568260704715e-05,2.072432260004420691e-03,2.526469904420980406e-02
2.271863133408258406e-02,3.933911197817607786e-05,2.264430436948246250e-03,2.271866539345324815e-02
2.036239447701793104e-02,4.059463963845821866e-05,2.463026452842634155e-03,2.036243494188398270e-02
1.818181055497203324e-02,4.161825104254113228e-05,2.674643779989014335e-03,1.818185818709716628e-02
1.616378488343950259e-02,4.239648857584654706e-05,2.906302858097318392e-03,1.616384048487088179e-02
1.429619897273615159e-02,4.292572156061602584e-05,3.166270438705699481e-03,1.429626341690840886e-02
1.256783774906167217e-02,4.320862429629812596e-05,3.464918282294145082e-03,1.256791202515171631e-02
1.096832220094690058e-02,4.325165150587118035e-05,3.815982161159772040e-03,1.096840747825966918e-02
9.488047046123826433e-03,4.306318035052214555e-05,4.238556846901207244e-03,9.488144770552405308e-03
8.118123043653557858e-03,4.265208130971309686e-05,4.760471536508705144e-03,8.118235088486842541e-03
6.850323603420527263e-03,4.202653132523437307e-05,5.424382790425842128e-03,6.850452517966651271e-03
5.677035369606731052e-03,4.119289761606026445e-05,6.299600454668998449e-03,5.677184816665724679e-03
5.459121247561982138e-02,4.015449212535493473e-05,-5.030084064183527404e-04,5.459122724340886856e-02
4.985370108792364086e-02,3.428681163875069160e-05,6.020969193241130276e-05,4.985371287827508602e-02
4.547459301546741273e-02,3.153875118555582446e-05,4.897940504548510109e-04,4.547460395226355506e-02
4.142193884519196345e-02,3.071301284363059381e-05,8.302709832445003902e-04,4.142195023153763533e-02
3.767140314515349253e-02,3.104607476678289402e-05,1.110497398308075544e-03,3.767141593812792927e-02
3.420046361539808011e-02,3.204004477352917490e-05,1.350207463843052479e-03,3.420047862344380990e-02
3.098827677456905683e-02,3.336788908336885129e-05,1.563433531262624744e-03,3.098829473968062534e-02
2.801555293368762634e-02,3.481454510034787120e-05,1.760623075887173070e-03,2.801557456545919131e-02
2.526444041418884900e-02,3.623944921016253318e-05,1.950004275991273212e-03,2.526446640520590634e-02
2.271841836444199458e-02,3.755217799361609821e-05,2.138517243491546739e-03,2.271844940016565575e-02
2.036219755266510667e-02,3.869630929975720335e-05,2.332502751611852370e-03,2.036223432185461923e-02
1.818162854990279520e-02,3.963854538358013713e-05,2.538275256290459334e-03,1.818167175869481178e-02
1.616361675573063650e-02,4.036126803774742200e-05,2.762677984795253866e-03,1.616366714759041867e-02
1.429604375802040472e-02,4.085736792913685633e-05,3.013715213964579705e-03,1.429610214204376367e-02
1.256769455502304567e-02,4.112659931188034079e-05,3.301381279819377672e-03,1.256776184630846969e-02
1.096819020267947309e-02,4.117296405081738442e-05,3.638869998785826919e-03,1.096826748101643878e-02
9.487925482306369673e-03,4.100278617213959365e-05,4.044486172176277490e-03,9.488014080210485299e-03
8.118011213596787456e-03,4.062323441322845952e-05,4.544875830557511959e-03,8.118112854060196074e-03
6.850220865190603803e-03,4.004110383193371092e-05,5.180853954059448652e-03,6.850337888884662670e-03
5.676941139674429593e-03,3.926168504797544756e-05,6.018713095115016745e-03,5.677076904820016305e-03
5.459112623099038331e-02,3.828752463985729548e-05,-4.637165258933386184e-04,5.459113965747985214e-02
4.985362095296719254e-02,3.276801055163147680e-05,7.902391336741664430e-05,4.985363172191816655e-02
4.547451880048813955e-02,3.023574865967937342e-05,4.931617752031781151e-04,4.547452885227560443e-02
4.142187020442733569e-02,2.953977744635238878e-05,8.215742649086488821e-04,4.142188073749038246e-02
3.767133969231184487e-02,2.994644717624339592e-05,1.092053457455646227e-03,3.767135159512130516e-02
3.420040497010301550e-02,3.097770990390102952e-05,1.323610250625225672e-03,3.420041899944440550e-02
3.098822258010947017e-02,3.231988901841731376e-05,1.529768402782551596e-03,3.098823943449566937e-02
2.801550286236986764e-02,3.376699563317764330e-05,1.720603306008228976e-03,2.801552321198817752e-02
2.526439416746528721e-02,3.518466160468136650e-05,1.904057601761995067e-03,2.526441866755430032e-02
2.271837567101187005e-02,3.648669675970772630e-05,2.086838945620171724e-03,2.271840497060179792e-02
2.036215816596587125e-02,3.761955903813785085e-05,2.275084771796618069e-03,2.036219291743973300e-02
1.818159224560611520e-02,3.855188993262537167e-05,2.474916365104808114e-03,1.818163311789405129e-02
1.616358332948819587e-02,3.926735332560049585e-05,2.692976744911201002e-03,1.616363102691798989e-02
1.429601302354854830e-02,3.975966305347355956e-05,2.937044554627277464e-03,1.429606831266120627e-02
1.256766634254558035e-02,4.002907823830170742e-05,3.216840093826057057e-03,1.256773009038058588e-02
1.096816435773506626e-02,4.007988873233614413e-05,3.545202190729291204e-03,1.096823758749648423e-02
9.487901864935199825e-03,3.991856439777841103e-05,3.939949059664984640e-03,9.487985839493250084e-03
8.117989697957961326e-03,3.955233450381179239e-05,4.427023600798312558e-03,8.118086050499606285e-03
6.850201339729355965e-03,3.898801495338943823e-05,5.046168400621232550e-03,6.850312289241992231e-03
5.676923508091347159e-03,3.823091758703434095e-05,5.861938463328900117e-03,5.677052238598805783e-03
5.459111041454001167e-02,3.728365107558140323e-05,-4.506419784384995981e-04,5.459112314619599809e-02
4.985360619542644756e-02,3.191319589701535619e-05,7.655391044262551629e-05,4.985361640985270376e-02
4.547450514774675767e-02,2.944520362713198836e-05,4.788288776387514311e-04,4.547451468077985670e-02
4.142185760604255584e-02,2.876159824549695543e-05,7.978323480508824408e-04,4.142186759146428143e-02
3.767132807197537403e-02,2.914968225997682794e-05,1.060560544508317229e-03,3.767133934983431937e-02
3.420039425215981588e-02,3.014504575804544118e-05,1.285479927200233220e-03,3.420040753743951861e-02
3.098821269845752902e-02,3.144294779700018694e-05,1.485726905742923518e-03,3.098822865063136436e-02
2.801549376224232724e-02,3.284325547925348587e-05,1.671088229352796998e-03,2.801551301371561775e-02
2.526438580454870575e-02,3.421540936954237111e-05,1.849278924302002330e-03,2.526440897340209712e-02
2.271836800977511395e-02,3.547565167738575553e-05,2.026814341798974153e-03,2.271839570809160852e-02
2.036215117796391638e-02,3.657194081108094963e-05,2.209655872684123355e-03,2.036218402090286470e-02
1.818158590803853336e-02,3.747378621765662388e-05,2.403749132335120022e-03,1.818162452631884307e-02
1.616357762409403875e-02,3.816529205491470123e-05,2.615546410872541128e-03,1.616362268180097927e-02
1.429600793583607476e-02,3.864032694189667438e-05,2.852602936854451311e-03,1.429606015573361283e-02
1.256766186134061769e-02,3.889911946841628776e-05,3.124359756480930145e-03,1.256772206099780569e-02
1.096816047503201830e-02,3.894581548791187231e-05,3.443286792667833544e-03,1.096822961934142832e-02
9.487898576064024425e-03,3.878668025381060147e-05,3.826690230842963013e-03,9.487977856015624573e-03
8.117987002119964046e-03,3.842871838077854818e-05,4.299767436161242018e-03,8.118077958050480547e-03
6.850199241030141550e-03,3.787853456094225635e-05,4.901118881194588099e-03,6.850303965897456063e-03
5.676922017338048576e-03,3.714127403808831218e-05,5.693444439880694131e-03,5.677043514469011336e-03
5.459110955235835227e-02,3.621945781762114791e-05,-4.391866250003031861e-04,5.459112156758382656e-02
4.985360528630544685e-02,3.099562486408302675e-05,7.313094315031134877e-05,4.985361492180384602e-02
